,Serial_No,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
3011,3011,1082,45,Cute....but,"This is a cute, flattering dress, however the drop-waist, the short length and the odd-length sleeves (shorter than shown in the photos!!!) added up to me feeling like i was dressing way to young. it just didn't convey an elegant, mature vibe. this dress is perfect for a 20s-30s woman who wants a versatile dress to wear on many occasions. it's great because it's not too expensive and you could wear it with any type of shoes.

my big problem is the lack of transparency regarding the actual slee",3,1,1,General,Dresses,Dresses
3012,3012,1028,39,Second attempt to write review...,"This review will be shorter as i already wrote another one and it was never posted..
----------
1) these are high quality jeans; the fabric weight is light enough you will be able to wear them year-round
---
2) i am 5'8"", 144 lbs, and the size 29 felt best on me; for this brand i typically wear a 28-29. i felt like the 29 was cut too narrow in the hips for my body type. for ref. i am athletic, with shoulders broader than hips. if you're unfamiliar with this brand know they do not use a lot o",4,1,13,General Petite,Bottoms,Jeans
3013,3013,1044,32,,"This one didn't work for me. there is no zipper, you climb into it from the very large neck hole. it was very low cut and the shoulders kept sliding off but the bottom half fit snug. the tie and waist seam didn't hit at my waist but the largest part of my middle. i tried other belts and it wasn't much better. the fabric and print were great. i love jumpers but this one went back.",2,0,0,General,Bottoms,Pants
3014,3014,1082,35,Fun for fall,"This dress is so fun and very comfy! the slip it comes with pulls the whole dress together! it has been great for warm fall days, but i can see it being warn with leggings and boots into the winter. i love the combination of blocked deep colors along side of pastels. i'm 5'5"" and the length is just right, not too short.",5,1,2,General,Dresses,Dresses
3015,3015,1082,66,Dont love,"I ordered size large and find this to be way too oversized, wide, long and unattractive on my frame. the print is just okay but since it doesn't wow me, i'm returning.",3,0,0,General,Dresses,Dresses
3016,3016,1104,44,Way too much fabric,"I loved the look of this online and ordered the xs as maeve seems to run large and that was the smallest size offered. the length was good for me (only 5'4""). the elastic top fit well (32b) but then from there it was too much fabric. i thought this would be a straight fit or a slight a-line but it was just a huge amount of fabric on me...several inches on both sides big. i think with the large ruffle along the top and the tremendous amount of fabric hanging down from the dress underneath the ruf",3,1,0,General,Dresses,Dresses
3017,3017,862,29,Shrinkage,"I loved this shirt when i got it. it fit perfectly, and was so soft. but when i washed it, following the instructions, it shrank up to well above my belly button. i'm talking 6 inches of shrinkage, at least.",1,0,0,General,Tops,Knits
3018,3018,1080,24,Amazing and it has pockets!!!,I saw this dress online and thought it might be an adorable eclectic piece to add to my closet. and was i right. the simple shape mixed with the bold pattern make this dress an awesome one to own. its easy and fun and funky. plus it has hidden pockets! beware though this dress seems to run a bit small. i would say if you switch in between sizes like me i can be a 6 or an 8 then possibly go with the larger size. i do have a large bust as well i wear a 34ddd so it shows some clevage but the girls,4,1,1,General,Dresses,Dresses
3019,3019,999,36,Better in person,"This skirt has a beautiful, flattering feminine fit. the floral pattern is delicate and a little different and, of course, the layers are what make this piece a stunner. i highly recommend it. can see wearing this all year, dressed up with jewels, or down with boots and a casual sweater.",5,1,5,General,Bottoms,Skirts
3020,3020,862,56,,"After reading all the reviews i figured at 40% off i could at least try it. i'm 5' 3"" and typically wear a m or size 10. i ordered the m, but as other reviews stated the arms were tight. since i'm expecting it to shrink, and want it to cover my booty, i ordered 2 colors in the l. it's exactly the oversized, slouchy look i wanted, without the neckline being too low, but will still be ok if it shrinks. i'll have these dry cleaned to minimize shrinkage. it's a wardrobe staple that looks great with",4,1,0,General,Tops,Knits
3021,3021,999,33,,,5,1,0,General,Bottoms,Skirts
3022,3022,999,31,Stylish,"I got this skirt because its elegant and can be worn in three seasons. it is stylish and can easily be dressed up or down. i usually wear an xs in bottoms and this runs about one size large in the waist area. still, i am keeping it and plan to have it altered. it is cute and completely worth the extra effort",5,1,0,General,Bottoms,Skirts
3023,3023,302,89,,"Love the fabric, fits true to size, great quality.",5,1,0,Initmates,Intimate,Swim
3024,3024,1082,39,Great dress for day or night,"Love this length, print and material! have already worn 2 times and wears and washes well! sleeves are short than pic shows but i don't mind...",5,1,3,General,Dresses,Dresses
3025,3025,862,68,Will never be the same after washing,Bought two of these because i loved the way they fit off of the rack. washed them according to directions and they were ruined. the material shrank up making the shirt short and boxy and the side panels ended up being rippled. definitely going to try to return these.,1,0,0,General,Tops,Knits
3026,3026,862,47,Great versatile shirt,"This is a great shirt. it's super comfortable and fits nicely. not too big and not too small.
you can wear it with leggings or dress it up with skinny jeans and boots.
i bought the striped and black one. i highly recommend it.",4,1,0,General,Tops,Knits
3027,3027,862,26,,I thought these were great everyday shirts for the price. i got them on sale over christmas. they fit well and i really love the striped shirt. the navy is an odd color and looks strange with jeans but i love the top regardless,5,1,0,General,Tops,Knits
3028,3028,1082,43,,,5,1,0,General,Dresses,Dresses
3029,3029,862,27,,Super soft and the trimming on the neckline and sides adds character to the shirt. runs a bit shorter than i expected.,4,1,0,General,Tops,Knits
3030,3030,1082,67,Peasant with style!,I first saw this dress in one of the stores and the rich colors caught my eye. this dress is very comfortable to wear but is also unique. the fabric feels great on and gives the dress an overall stylish flair. the photo doesn't do it justice!,4,1,2,General,Dresses,Dresses
3031,3031,862,35,Loved this until....,"I purchased this shirt in a medium, in the wine color. i love the drape and fit of the shirt. it has a laid back vibe and the material is supper soft and comfy. it is also a bit more substantial than some of the thinner shirts i've bought at retailer. you could easily dress this up or down. i wore this shirt a couple times and then machine washed it on cold on a delicates cycle and dried it flat. it majorly shrunk! now i can't wear it because the length shrank at least an inch or more. if you purc",3,0,0,General,Tops,Knits
3032,3032,1094,31,Pretty but runs large,"I am 5'4"", 100lbs, petite frame, i bought this dress in xxsp. the fabric was good quality and thicker than i have imagined, good for fall, maybe a little warm for the hot humid summer days, but perhaps a cooler summer day. unfortunately this dress runs pretty large, much too large for my petite frame, so i had to return it. i would recommend sizing down. this dress is very beautiful and would be great to wear to work or out for after work drinks, also maybe a bridal shower or other brunch event.",3,1,9,General,Dresses,Dresses
3033,3033,999,37,Gorgeous!,"I picked this up this weekend. so gorgeous! i usually don't do maxi length. at 5'3"" it can be overwhelming. but this is so flattering! this is floor length on me. i picked up a couple tops at another store because the suggested sweaters were just too baggy for my frame. i'll pair it with a cream blouse (pictured) to dress up and a pink crepe blouse and denim jacket for a more casual look. i'm usually a 4 and the small fits perfectly.",5,1,3,General,Bottoms,Skirts
3034,3034,1082,39,,"This beautiful, soft, swingy, dress is oversized on me.  usually when someone reviews that a dress runs large but their body type is opposite mine, i pick tts and 90% of the time i'm right.  not so in this case. the outer dress is very wide and the amazing super stretchy under slip is too large also.  debating on sizing down because of potential shrinkage after laundering.  i bought m and my stats are 5'3"" 140# 39/28/35.  dress ends just above my knees.


agreeing with the previous reviews th",5,1,12,General,Dresses,Dresses
3035,3035,862,48,Poor quality,"When the top arrived and i tried it on; it was great. the length was perfect even though i am curvy. after one wash (done according to the directions), the top shrank in length considerably. i do not mind paying a higher price for something unique and something of quality.....i do have a problem with something that does not hold up to basic use. i will be returning this item.",1,0,0,General,Tops,Knits
3036,3036,1082,66,Cute but big!,Loved this dress but ran much larger than other maeve dresses i have ordered in the past!,5,1,3,General,Dresses,Dresses
3037,3037,302,38,,,5,1,0,Initmates,Intimate,Swim
3038,3038,1044,36,So good!,"Wonderful fabric. surprisingly great fit. super flattering. i'm so glad i bought it, despite jumpsuits being a bit of a risk online.",5,1,1,General,Bottoms,Pants
3039,3039,1092,52,"Transitional, versitile, and well-made dress","It was the color that prompted me to take this dress to the fitting room. as seen in the photos, it is a deep burgundy or dark maroon. though the color is deep and rich, the design of the dress makes it lighter and easily able to be worn during the heat of the summer. 

in the later months of summer and early fall, i will wear this dress without leggings for a transitional look. when the temps cool down, though, i will wear leggings or tights throughout the winter with the dress. it will easil",5,1,17,General,Dresses,Dresses
3040,3040,1094,40,,,4,1,0,General,Dresses,Dresses
3041,3041,781,35,Great fit casual wear,"These are nice dusty rose pants. they have a great textured design on them. they will look nice with a plain white tee or chambray shirt for brunch! i will say they are not soft like sweatpants, definitely feel like a poly-blend but the look makes up for it. the material is a little on the thin side and they are not lined....but not see-through either.",5,1,1,Initmates,Intimate,Lounge
3042,3042,302,32,,,5,1,0,Initmates,Intimate,Swim
3043,3043,862,31,Shrinks! don't buy,"I tried on and bought this shirt in my usual size and it fit long and loose but still had great shape. after hand washing in cold water and air drying, as per instructions on the tag, the shirt shrunk significantly. so much so that my stomach shows if i raise my arms at all. it also lost its shape, and now looks very boxy and is very unflattering. i won't be wearing it and am disappointed i didn't even get to wear it once!",1,0,0,General,Tops,Knits
3044,3044,1082,61,Patchwork dress,"I love swing dresses and normally order l , but this one turned out to be way too large. and as other customers said the sleeves are short , so the whole look is out of proportion. the colors are much brighter than they appear in the photo. the dark patches are a bright peacock color and the hot pink is just too much for my taste.the material design is not as classy looking as it comes across on line.so sad because i love this dress pictured on line and this is not it. 
the quality of the slip",4,1,3,General,Dresses,Dresses
3045,3045,878,35,Gorgeous cardigan,I wear cardigans pretty much every day since my office is chilly and i need something a little dressier to be able to wear that will keep me warm. i love the design of this cardigan which makes it very flattering-the longer in front is a style i gravitate toward and i like that the back isn't just straight but it has that little flair-this is not something that is commonly seen in a cardigan (unless it is short all the way around) and it was great attention to detail by the designer. i like the,5,1,15,General,Tops,Knits
3046,3046,872,35,Thick material,"I really like this top, it is form fitting and i think true to size that i would normally wear. i do not think the v-neck is too low so that i would feel comfortable wearing this even to work. i was surprised at how thick the fabric was, but i am typically cold so i like this feature. the criss-cross design in the front and back of this garment is very flattering and i get a lot of compliments whenever i wear this piece.",5,1,4,General,Tops,Knits
3047,3047,1020,30,Really small,This product runs either really small or is super high waisted. either way not for me.,2,0,5,General,Bottoms,Skirts
3048,3048,1024,53,Most comfortable jeans!,"I just purchased these jeans on-line in my regular size 27 (5'4"", 27/35, 116bs) and they fit me just perfect so they are tts. they are super soft and there's just enough stretch in these that i'm able to bend easily yet they retain their shape nicely. the pockets in the front are super cute in person and the back gives a really cute look. the color is just as shown in the picture, a nice shade of blue that's in the middle plus they are really incredibly soft. i'm only 5""4"" but found the regular",5,1,4,General,Bottoms,Jeans
3049,3049,907,20,,Cute sweater to wear over a dress or tank top. looks better on than in the pictures.,4,1,0,General,Tops,Fine gauge
3050,3050,907,64,,,5,1,0,General,Tops,Fine gauge
3051,3051,872,55,Well made,"I wanted to love this top. unfortunately, the color & fit didn't work for me. i'm a 36ddd. the fit was ok, it even flattered my bust, i just felt the stripes didn't flatter my waist. this would be perfect for an athletic frame.",4,1,0,General,Tops,Knits
3052,3052,895,46,Super cute,"I normally wear a xs, but i got a small so it would be a little longer. great quality and adorable!",5,1,0,General,Tops,Fine gauge
3053,3053,505,26,,These little shorts have become my favorite. they are so sweet and feminine and very comfortable. the fabric washes very well,4,1,0,Initmates,Intimate,Sleep
3054,3054,1020,41,"Great skirt, runs small","I definitely agree with the other reviews, however i really like this skirt because it will go with a variety of tops to dress it up, or down, as well as color options. the tricky thing is that it runs super small. i'm usually between a 6, or 8 (28/29), and ended up getting a size 10. i don't like high waisted skirts or pants, so it sits just below my navel and is very comfortable. maybe best to try on in store, but worth it!",5,1,6,General,Bottoms,Skirts
3055,3055,907,39,"Ok, but have seen better","I tried this on as it was on sale and my size was on the store. i didn't end up buying it as it felt jsut meh compared to so many cute cardigans. i do have a couple of grey ones and tried on grey, so perhaps i jsut dind't need it... pros: short so would work with dresses and high waist.",4,1,0,General,Tops,Fine gauge
3056,3056,1080,39,Interesting color,"I wasn't sure about the color but ordered based on how much my stylist loved it. my usual xs petite fits perf daly, no chest problem (30dd) and the length is quite nice. romantic look, the drawstring in the back helps making sure the dress fits properly at the waist. it is a high low style with flowy skirt. overall great. i need to stop going to the store""",5,1,0,General,Dresses,Dresses
3057,3057,907,42,Disappointed,"This sweater looked so promising with the tie waist and pretty lacy edging, but turned out to be a disappointment. it was much shorter than it looks in the photos and barely came to my hips. and the plum color was much darker than i expected, more of a dull brownish-burgundy.",2,0,17,General,Tops,Fine gauge
3058,3058,907,54,The perfect cardigan,"I love love love this cardigan!! i ordered it in plum, regular small as they were out of petite small ( my preferred size). i was very impressed with the quality of the cardigan. the details like the sheer fabric around the neckline are very delicate and beautiful. the waist line sits exactly where it should. i was worried it would sit too low as i am short and did not get this in petite sizing. so maybe i should say this cardigan runs small. i think i have found the perfect cardigan. it goes wi",5,1,1,General,Tops,Fine gauge
3059,3059,878,46,Sky blue is beautiful,"I ordered the blue in size xl. it's even prettier in person. the fit runs a little smaller/shorter on me than shown on the model. i'm 5 ft. 5 1/2 in. for reference. i love the detailed stitching. it is delicate and can catch. my dog's claw pulled on it and i had to reweave the thread back. i've washed mine twice, reshaped & air-dried. it didn't shrink much at all. it's perfect for spring & summer. i've gotten a lot of compliments on the shade of blue. it's really so pretty.",5,1,0,General,Tops,Knits
3060,3060,872,40,"Very comfortable and cute, too!","I love this top and bought it in both colors. what's really fun is that i found a pair of espadrille sandals to match the sandy beige and white colored top and i have attached a photo of me under my arbor to show you. these tops are designed to have a flattering fit. i ordered size small and they are not too tight. i am 36 c in the bust line and an hour glass figure on bottom. i love that they are off the shoulder a bit and in a v neck, which is flattering on me. the material is soft and of good",5,1,1,General,Tops,Knits
3061,3061,872,61,Great top!,"I was hesitant to try this top on because i thought it might be too tight, and then was delighted to find that it is so comfortable and flattering. i am usually a m and the m fit me great. i have to disagree with another reviewer that this top is for those of us b cup or smaller. i am a d and it fit me great. it's got enough give and support (great fabric and wrap design) to fit a wide range of bust lines. it's a great blend of being attractive without being too revealing. i love it. got it in b",5,1,4,General,Tops,Knits
3062,3062,907,49,Too short,"I'm about 5'9"" and this sweater was too short for me. the arm length was great but the overall length was just too short :-( i'll be returning this one.",4,1,6,General,Tops,Fine gauge
3063,3063,895,75,Gorgeous sweater,"This is a very substantial, warm sweater that is so classy and super soft and just different enough. really great with neutral sweater leggings or jeans with boots. you have to wear a longer tank or tee underneath as it it split on the sides but the belt cinches the whole sweater in.",5,1,8,General,Tops,Fine gauge
3064,3064,1080,42,Light and flowy,"I purchased this to wear in spring and summer for work or in the evening. i am 5'8"" and have actual measurements of 29"" ribcage and 33"" at largest part of my bust. i wear a 32c/d bra. i found this dress fit me perfectly in the bust and the darts on the front create a flattering shape. i was disappointed in the waist at the back. from the photos, it is not clear that there is a drawstring waist cord. i thought this made the back look bunchy. i would have much preferred a side zip so the back coul",4,1,3,General,Dresses,Dresses
3065,3065,1020,55,Goes with anything,"Love this skirt its like a denim feel so there is good structure, love the colors anything goes with it, and i love pockets very comfortable day skirt for just around town",5,1,1,General,Bottoms,Skirts
3066,3066,505,31,,I couldn't agree more with that first review. i would add that it does run large.the leg holes are big. beautiful flower watercolor design as it shows in the picture. soft fabric and thin elastic waist band. no fake string tightener or buttons. simple and romantic. yet still a good sleep short to prance around the house in:),4,1,1,Initmates,Intimate,Sleep
3067,3067,1009,40,,"Just didnt like the fit. it ""puffed out"" in front, so that wasnt very flattering. i have an hourglass shape, and this was not a good fit for me.",3,0,0,General,Bottoms,Skirts
3068,3068,872,32,Cute and casual,"Shoulders hide bra straps well - relaxed, but flattering fit. comfy, but can be dressed up!",4,1,0,General,Tops,Knits
3069,3069,907,83,,"I purchased this sweater in the grey and loved it.
much prettier in person, the photos do not show the delicate details, which are lovely.
i found that it fits true to size and has a very flattering fit.
it is also a very versatile piece depending on what you pair it with.
i love it so much that i purchased the peach and wine colors as well.
i found all 3 colors beautiful and each gives this sweater a different look.
the grey is sophisticated and works well with almost anything.
the peach is del",5,1,1,General,Tops,Fine gauge
3070,3070,895,45,,"I passed this over on first sight because it looked like it might be on the short side in length. after seeing a few other photos and reading the reviews, i opted to give it a go. the store did not have my usual xs or even a size small, so i tried on the medium. it was too wide as expected, but the shoulders are adjustable so i fiddled with it a bit and decided it was really cute. there were no more xs available to order so i asked if the store could order the small. it arrived and is absolutely",4,1,1,General,Tops,Fine gauge
3071,3071,1080,35,Disappointed,"The print on this dress is really pretty and the styling with the lace is a nice touch. unfortunately, it runs quite small in the bust, so i had to return it. for someone that is small busted, it will be quite cute. everywhere else it is true to size.",3,0,4,General,Dresses,Dresses
3072,3072,1020,48,Cute unique skirt,"I loved the multi stripe pattern, buttons, pockets and a-line shape .  i agree it runs small. i sized up from my normal size 4 to size 6.  it sits at my belly button which i like.  i can tuck in a thin shirt comfortably.  the pockets kind of sag/pooch forward and don't lie straight through the course of the day but not enough to really bother me.  i  straighten the skirt by pulling up.  great buy on sale. i'm 5'2"", 115#.",4,1,0,General,Bottoms,Skirts
3073,3073,374,49,A zip-up jacket with a little extra style,"Like the other reviewer mentioned, this jacket has a very trim fit, so size up if you want any extra wiggle room or are not a fan of snug clothing. i liked the warm neutral color and the gathered ruched detail up the front. ultimately i did not buy it due to the sleeves being a bit long and the style more body-hugging than what i was looking for. but it is comfortable and a nice twist on a classic.",4,1,4,General Petite,Intimate,Lounge
3074,3074,153,42,,"I wanted to love these, but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute, but unfortunately must go back for me.",3,0,0,Initmates,Intimate,Legwear
3075,3075,1009,36,Adorable all season skirt,"The gorgeous coral color of this skirt makes it a great all seasons skirt. the slightly heavier weight of skirt makes it extremely adorable for fall/winter. pair it with some tights, chunky knit and booties, good to go. very flattering one. has a slight a-line cut to it. i love love this one.",5,1,1,General,Bottoms,Skirts
3076,3076,907,40,Lovely product,This is such a nice little sweater to add to a dress or tank. fits true to size and i love the tie and hook and eye closure. quality.,5,1,0,General,Tops,Fine gauge
3077,3077,872,26,,,4,1,0,General,Tops,Knits
3078,3078,895,45,Love it!,"I saw this in the store, not on sale and loved it. was so happy when it went on sale! it is beautifully made and is soft and cozy.",5,1,0,General,Tops,Fine gauge
3079,3079,1009,45,Cute in coral,"I love it! it's cute and short and shows off my legs. the material is thick and great quality, so great for the fall. the color is great for florida!!! brightness year round. it's fits perfectly. i purchased a 14 and it fits like a glove. i am going to wear with my booties and a jacket like the model. hey it works!!!",5,1,1,General,Bottoms,Skirts
3080,3080,907,64,Lightweight cardigan,"This very lightweight cardigan looked like an eggplant color online. it's brown with a hint of burgandy. not bad, but unexpected. i am very short -waisted, and this lies very high on my torso. the seams are unfinished, and it looks cheaply made. glad i got this on sale.",3,0,0,General,Tops,Fine gauge
3081,3081,505,26,Light and airy pjs,"I love these pjs! i thought $100 for the set was a little too pricey for me but as soon as they went on sale i knew i had to have them! they are so light and fresh, perfect for the texas heat! it helps that the print is absolutely precious as well!",5,1,0,Initmates,Intimate,Sleep
3082,3082,1020,41,Overall a nice purchase,The skirt is so cute but it runs pretty small.  the fabric is nice and heavy it is adorable with a chambray top.,4,1,0,General,Bottoms,Skirts
3083,3083,872,25,Super cute and chic top,A really great basic that can be styled a number of ways. i bought it in tan and white and received many compliments on it. the slightly off the shoulder look is really flattering and perfect for a spring or summer look.,5,1,0,General,Tops,Knits
3084,3084,505,43,Lovely and perfect for summer,"I purchased both the floral sleep shorts and the top. the floral watercolor pattern is gorgeous and the fabric is very soft. like the other reviewers, i appreciate the feminine quality of this set while also being able to run around the house. i am 135 lbs and purchased a s.",5,1,1,Initmates,Intimate,Sleep
3085,3085,872,37,Adorable,"Love this top the crossover design is so cute. i ordered by normal xs (5'5"" 110 lbs) and was worried it wouldn't fit right in the chest (34 d) but it does and even though it's cut on the lower side it's made so there is no gap in the shirt when you bend over. has a little elastic in there to keep everything together. perfect length and nice thicker material got the navy and red stripe and with white jeans is so cute!",5,1,0,General,Tops,Knits
3086,3086,895,38,,"What can i say? it's like wearing a hug. it's so wonderful i have a hard time taking it off at the end of the day! it's extraordinarily soft and thick, and stylish to boot! the one thing is that the thread holding the pockets together was already coming unraveled when i took it out of the package, and i had to sew them back on right away, as they were starting to come completely apart. a small price to pay for being a new owner of the best thing ever.",5,1,1,General,Tops,Fine gauge
3087,3087,374,35,Size up,"I love the ruching on this hoodie, which is why i ordered it. i'm typically a size small, 34b, 130lbs but the hoodie was a bit tight in the waist and around the bottom band. i might order it in a medium (although the sleeves will likely be too long) the only thing that makes me hesitate is the color. it's more of a brown gray (instead of just gray as you see on your computer screen.).",5,1,4,General Petite,Intimate,Lounge
3088,3088,1009,52,This one picked me!,"Tried it on a whim and could not leave it behind. 5/4', 135, size 4-6, took a 6. something about the pocket placement, fabric weight, cut, and color make this one a real winner for me. plan to wear it with a creme windowpane coat.",5,1,0,General,Bottoms,Skirts
3089,3089,872,36,Cute style but a little large,I ordered the red/navy and i love that its a true red and navy. the subtle ribbing adds the right amount of texture. i normally order size small but i felt the top was a little big and has a very long hem line. i'm hoping it shrinks in the wash and i might alter the hem if its still too long after washing.,4,1,4,General,Tops,Knits
3090,3090,374,38,,This is the softest jacket! i could sleep in this fabric. the ruched details and fun collar make it unique. plus it has inside pockets! one of the best finds in a while.,5,1,2,General Petite,Intimate,Lounge
3091,3091,1020,34,Cute and comfortable,I found this fit tts for me. i'm normally a 10/12 and took a 12. fit and length are great. the fabric felt substantial and the colors are soft.,5,1,0,General,Bottoms,Skirts
3092,3092,895,47,Soft pretty poncho,"The colors are so pretty, a pinkish brown and a light brown trim. it is very soft and elegant looking. great with jeans or leggings. the tie is a little high in back but looks great. highly recommend!",5,1,0,General,Tops,Fine gauge
3093,3093,895,38,Comfortable & effortless,"This top is the bomb. the red is a perfect balance of washed out but still rich. the thin spaghetti straps and scooped back make it sexy, but it still looks effortless. perfect to pair with light weight, light wash jeans. it's also nice that it's not clingy at all, lends to the casual look. total keep for me.",5,1,0,General,Tops,Fine gauge
3094,3094,895,62,Had potential,On the mannequin this looked adorable. it is made well but if you have any bustline it just billows out below like a tent and is not flattering. if it had less fullness it would have been really cute.,3,0,6,General,Tops,Fine gauge
3095,3095,374,36,So cute and comfortable,This fabric feels a little bit like heaven. i would totally wear this out and not just with my jammies. it's adorable and the fabric is so soft. i think i'm in love. i'm 5'2 95 lbs. xxsmall was a perfect fit.,5,1,0,General Petite,Intimate,Lounge
3096,3096,907,64,Oh my goodness!,"I love this sweater! i ordered the dark gray and wasn't expecting fabulous but that's what i got. the skirt below the waist tie is actually pleated so that it falls perfectly. the seaming detail is beautiful. i am between a size large and extra large and the extra large fit perfectly. the sweater is short, half way down my hips but looks good over a long tank. this a medium weight knit and will be wearable all year with skirts, dresses and any kind of trousers. this is one of my favorite purchas",5,1,6,General,Tops,Fine gauge
3097,3097,895,48,Cute summer tank,"Loved the red and white stripes and soft fabric, lays nicely has a nice cut. pairs well with jeans and a cute casual jacket or dress it up. nice quality and color!",5,1,2,General Petite,Tops,Fine gauge
3098,3098,907,40,,This sweater is super light-weight and is very cute.,4,1,1,General,Tops,Fine gauge
3099,3099,895,48,,"Bought the red/white. normally a size small but they were out so tried a medium. it fit perfectly. and feels amazing. love how it hangs and know i will get lots of compliments on this! jeans, white linen pants, very versatile how this can be warn.",5,1,1,General Petite,Tops,Fine gauge
3100,3100,374,35,"Soft, body conforming and comfy!","First i must say that i bought this zip up hoodie because of the material and how incredibly soft and comfortable it was - absolutely worth the price. however, the sleeves were about 4"" too long! because i am a seamstress, and this was an easy hem for me i went ahead and purchased it and hemmed up the sleeves, but i was honestly shocked how long they were. you would have to have very long arms for this to fit you without alterations. if you don't mind rolling them up i suppose it might work as w",4,1,1,General Petite,Intimate,Lounge
3101,3101,872,24,"Loved it, but it didn't work for me.","I wanted this top to work so bad. unfortunately the way the bust of the top is designed it isn't flattering if you aren't flat chested. it squishes on side of your chest and leaves the other side alone. i'm a b cup and had this problem so if you are a b or larger, i don't recommend. however, if you are smaller busted, this piece would be worth the purchase.",4,1,9,General,Tops,Knits
3102,3102,907,48,Frumpy,"Did not work for me. material was a bit thin, poor quality, the tie doesn't quite work correctly. had a cheaper look to it. not the quality i'd normally expect. this is going back.",2,0,0,General,Tops,Fine gauge
3103,3103,1020,46,Striped skirt,Wow! love this skirt! and i totally agree with reviewers--this item runs a full size small. i am normally a true six on bottom and it was a bit too tight considering i would wash/dry/shrink. the size eight is perfect. fabric is very good twill and forgiving... $19.95 and 40% off!!! cannot wait to wear my bargain skirt next summer!!!,5,1,0,General,Bottoms,Skirts
3104,3104,1020,35,Sizing differrent from other current pilcro skirts,I have the moss colored pilcro skirt that is out right now in an 8 and love everything about it. ordered this in an 8 and it is tight! sending it back. it is very pretty though. just don't love enough to exchange for correct size.,4,1,2,General,Bottoms,Skirts
3105,3105,906,38,,The perfect cardigan for transitional seasons! i live in southern vermont and i can already tell this cardigan will be in heavy rotation during the summer to fall and spring to winter transition times. has such a cute back detailing that gives you a break from your common cardigans. great quality. i'm 126 lbs 5'4 and i got the small petite and is perfect if you want it to be slightly loose but not swimming in it!,4,1,0,General Petite,Tops,Fine gauge
