,Serial_No,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
7049,7049,1094,33,Beautiful design and construction,"I ordered this dress in a size 2, it puckered at my lower back. i am still so disappointed in the fact that i really wanted the navy option in this dress, that i chose to ultimately return it instead of exchange for a 4. it is truly gorgeous though, the black and pink just does not compliment my complection.",4,1,0,General,Dresses,Dresses
7050,7050,829,36,Fun top,"Really like this top. fun flair, nice quality shirt. great for dressing up with skirt and also would be perfect with boots for the rodeo. i paired it with a skirt and boots for church. wore white cami under to emphasize lace details. super cute. tried 8 and 8p. thought petite was too short in length on me (5'4""). will send petite back.",5,1,6,General Petite,Tops,Blouses
7051,7051,831,37,Adore! fancy!,"I love this top, it is a very soft material and it looks very classy.. i have worn it with a skirt for work and skinny jeans. i have a bigger bust and i wear a small, it is true to size. very classy!!",5,1,1,General,Tops,Blouses
7052,7052,1078,37,,"This dress is beautiful and so striking in it's unique design. i ordered a 4, as that is what i usually wear. about halfway up my body i knew it was not even going to zip! i did not even try. i love the fabric and colors so much though that i am going to try a 6. here's hoping it works!",5,1,0,General,Dresses,Dresses
7053,7053,379,41,,,4,1,0,Initmates,Intimate,Sleep
7054,7054,862,38,Light weight cardi,"This cardigan is lovely, casual layering piece. it's a very thin lightweight knit and pairs well with a tee or tank under it. i really like the color and the style. the longer front can drape or tie for multiple looks",4,1,0,General,Tops,Knits
7055,7055,1078,36,Maeve stunner,"This dress is gorgeous, well made, lined, and tts. i get compliments each time i wear it and find it unique yet classy and appropriate for work. unlike some of the maeve tops i have purchased this year, it does not run big, and if you are banking on a little stretch, i would order the next size up. you won't be disappointed!",5,1,0,General,Dresses,Dresses
7056,7056,1078,50,Love this dress,"This dress is fabulous with attention to most details. 5'4"" 103 lbs the 00 fits perfectly. overall fit is excellent, sleek, but not form fitting so very appropriate for work. length is also great, another plus.for work, many times the dresses are just a tad short, but this is great. arm holes are also great, not overly long as they often are. very nicely lined, substantial fabric. the only lack of attention to detail is they did not include the bra strap holders. why can't more dresses be made t",5,1,0,General,Dresses,Dresses
7057,7057,1078,31,,"I really loved the pattern and style of this dress! unfortunately, i had to return it because i have broad shoulders and it is a pretty stiff top that cut into the flabby area near my armpits. for most people it's probably perfect! but if you have wide shoulders or any concerns about the armpit flab, this might not be a great choice for you.",4,0,0,General,Dresses,Dresses
7058,7058,1094,51,Gourgeous year round dress,"This dress is gourgeous, will be able to wear year round.
just add a cardigan or blazer.
the only fault i find in it is the waist band is a bit wide.
however i have a hour glass shape, so my waist is very small",5,1,19,General,Dresses,Dresses
7059,7059,1025,31,"Perfect, for the first month of wear","These were great pants that fit well, had good rise, perfect stretch for my curves, and i was really happy to get them on sale. (i'm 5'10"", 165lbs, with a pear shape). 

after only three months of occasional wear (about once a week, at most), and following wash instructions perfectly, they started deteriorating. the pockets are becoming unsewn, the fabric has over-stretched in little sections that bunch, and the bottom hem is coming unraveled. these are the most low-quality horrible pants i've",2,0,0,General,Bottoms,Jeans
7060,7060,1094,54,"Interesting, gorgeous dress","I love the black and pale pink of this dress, the contrasting fabrics and the embroidery. my favorite kind of dress, creative and a little edgy, but elegant and can be dressed for the office too. ordered a size up from my usual size because i tried the previous dress in this style and it was a bit snug. the size up was a good decision, fits in the shoulders and waist better. the fabrics are nice and the finishing on the dress is well done. the mesh in the bodice is a little delicate and i will h",5,1,0,General,Dresses,Dresses
7061,7061,366,38,Weekend top,"I love this top. it is very comfortable and great to throw on with a tank and jeans for the weekend. i am curvy, and the drape of the top works well on my frame. i could see using it as a gym coverup as shown, but i like the top too much to get sweat on it :)",5,1,3,Initmates,Intimate,Lounge
7062,7062,1022,36,Perfect cords,Great fit and style. i got the navy and the color is beautiful.,5,1,0,General,Bottoms,Jeans
7063,7063,829,58,Stand alone blouse,"This blouse, with a scalloped hem, is a good blouse to wear by itself. it goes well with higher waisted bottoms. it is very boxy. i like that but did buy a petite instead of s regular to compensate (i swing both ways on oetite/regular sizing). i'm so-so about the patch pockets, the material is fairly heavy, but they do add to the look of the top. it's well made and nicely finished.",4,1,0,General,Tops,Blouses
7064,7064,1078,36,"Pretty, casual dress.","It's relatively light material; even if you layered a sweater over this i can't see it being good for winter. i'm in california so it's fine :) length is great - i'm 5""4 and it hits just at the knee. i'm a true size 2/small and this fit great, even though i have a curvier figure. pretty classic dress.",4,1,14,General Petite,Dresses,Dresses
7065,7065,862,49,Love this cardigan!,I was looking for something to wear over a spirit football shirt and this was the perfect piece. it's light weight and the material is super soft. you can wear it tied or untied.,5,1,1,General,Tops,Knits
7066,7066,1022,45,Love these cords,I bought these cords in another color last year and they are my favorite pants. they are so comfy and keep their shape very well. when i saw they were back i had to buy another pair. i purchased navy and the color is beautiful.,5,1,0,General,Bottoms,Jeans
7067,7067,862,50,Lightweight,"This lift weight cardigan is true to size, perfect for fall or spring. colors are quite nice, especially the little pops of orange.",3,1,0,General,Tops,Knits
7068,7068,1078,56,Love it!,"This dress is everything everyone said it was in the reviews. so cute and beautifully made. fully lined.
i felt it ran a bit small as i had to return it for the next size up, more so in the bust area. but the fit and length was perfect in the size 6. 5""10, 125lbs. i will say that all the raving reviews made me purchase
the dress without hesitation and i'm sure glad i did!",5,1,0,General Petite,Dresses,Dresses
7069,7069,1094,40,Beautiful in every way,"This dress is everything i love about retailer. a never-could-have-guessed-it, feminine, textured twist on a classic. it's beautiful, it's comfortable. the cut is true to size (for me) and figure flattering.",5,1,2,General,Dresses,Dresses
7070,7070,1078,40,"Well made dress, fit could be tricky","The patters/colors on this dress are much more stunning in person. it is lined and feels very well made. the pockets don't add bulk to the hip area as many times they do, which is great. the fit can be tricky if you have any semblance of curves. if you can, try this one on in a store before buying. for reference: i am 5'7"", have broad shoulders, am pear shaped (i have hips and a good sized rear end), 34b bust, weigh 145 lbs., and generally wear a size 6 or 8 for tops and bottoms. the size 8 fit",5,1,1,General Petite,Dresses,Dresses
7071,7071,862,57,,"I really liked this little cardigan. so simple, light weight, and comfy. i have grabbed it and put it on 3 times the first week i got it.",5,1,1,General,Tops,Knits
7072,7072,1078,43,This dress makes me happy,I love this dress. it fits great on curvy girls. the armholes are a bit big (i had to get it altered) but its great. it had two pockets which are great. good length and comfortable fabric.,4,1,0,General Petite,Dresses,Dresses
7073,7073,857,25,Fancy tank,The material is so soft and the design makes it a little more fancy so you can dress this tank up or down. its definitely an instant favorite. and the color blue is a beautiful rich blue,5,1,0,General,Tops,Knits
7074,7074,862,35,Great buy,"Awesome light shrug. goes with so many out fits, over tees and dresses. tts. get one! orange color is a pretty neutral.",5,1,1,General,Tops,Knits
7075,7075,1035,44,Great crop staple,"Love the pilcro brand! size down!! super soft, well fitting, great length. great darker color for fall. awesome rise. not too high, not too low. will be grabbing these a ton this fall.",5,1,0,General Petite,Bottoms,Jeans
7076,7076,1081,67,Universally flattering!,"This is ruching done right! i tried this dress on and the two other women who saw me in it went to try it on as well.

it is fitted, but comfortable and because it is well cut the ruching hides a multitude of sins to leave you looking sleek and curvy in all the right places. it is also a versatile layering piece and would look great with almost anything. so unless this particular color is your nemesis, this dress is a winner!",5,1,1,General Petite,Dresses,Dresses
7077,7077,1081,35,Talk about flattering,"How could this not be flattering to every figure? bunching of fabric is awesome at hiding imperfections (i know, i have become a master at hiding some of my residual baby weight for years now). this, paired with a darker color (and not black, yay!) makes for a perfect combination in a dress. i love that this is a deep purple, it is a dark color which is slimming, but in addition it has more appeal being colored. and it is so versatile! wear it along or with a cardigan/jacket on top. heels or boo",5,1,4,General Petite,Dresses,Dresses
7078,7078,1117,75,A lot to like but with reservation,"I tried this jacket on in store, both m & l. both seemed to pull a little at waist/pocket (notice the raised pleat on the closeup. i ordered xl on line. it fits better but still seems to fit like the other two when fastened. snaps seem to be misplaced. on the plus side, the style is cute and there is brown (taupe) mixed in with the grey which is more flattering to brownettes. there isn't much difference in sizing of all three. i am not sure whether this is a keeper. open, it is fine and casual;",4,0,2,General Petite,Jackets,Outerwear
7079,7079,862,53,,This looks just like the picture. it's soft and very comfortable - looks great with skinny jeans and boots. love it!,5,1,0,General,Tops,Knits
7080,7080,645,37,Staple cami,This is a tts cami that should be a staple in everyone's closet. great for layering.,5,1,0,Initmates,Intimate,Intimates
7081,7081,984,44,Love it!,Searching for blazers that don't look stuffy? this one fits the bill! mine is at alterations right now getting the sleeves shortened. other than the long sleeves the fit is very nice. this will be a versatile addition to my wardrobe. can't wait to get it back from the seamstress so i can wear it!,4,1,0,General Petite,Jackets,Jackets
7082,7082,862,44,Nice basic shirt,"Purchased on sale and worth the $20 or so dollars. just a good basic top. scoop neck not too deep, fabric is opaque enough to not need a cami.",4,1,0,General,Tops,Knits
7083,7083,1035,47,Luv this brand!,"Pilcro from retailer is a great alternative to the premium denim lines with a way better price point! similar cut & quality with awesome rises and spandex/stretch content! also, the styles are always on trend!",5,1,2,General Petite,Bottoms,Jeans
7084,7084,1035,56,Very comfortable,"These jeans are so comfortable and do not stretch out enough to size down, in my opinion. right when i put them on i could tell they fit perfectly. i have been buying pilcros for several years and have not been happy with the stet ankle jeans from the last 2 yrs because although they were very flattering when you first put them on, they stretched out so much it was annoying. 
these script jeans are amazing, flattering and are a nice lightweight denim. i wore them a few times before washing and",5,1,1,General Petite,Bottoms,Jeans
7085,7085,984,43,Flattering and comfortable,"Couldn't resist this jacket! it's perfect for business casual dress code, for staying warm in air-conditioned offices and goes with many colors and styles.

many times jackets are too tight on my shoulders or not long enough for my arms and this fits perfectly. (i'm 5' 7"" and i bought a medium)",5,1,12,General Petite,Jackets,Jackets
7086,7086,868,59,"Super comfortable, love the design and fabric","I am 5'9"" 155#. i bought the charcoal gray in a large and i love it. fabric is super soft. hangs beautifully. no weird spreading across the chest like the previous reviewer. i have long arms and the sleeves are long and hit me mid palm just like the model in the photo. i have worn the sleeves rolled up and down and it works. recommend this for a casual comfy top with interesting design.",5,1,4,General,Tops,Knits
7087,7087,862,43,Great shirt!,"Love, love, love this shirt! much like last year's bordeaux shirt in this style, it's very soft, very flattering, and very comfortable. fits tts, and the fabric is a very soft, stretchy cotton, yet not too clingy around the mid section (it has a nice, flowy fit#. it washes great, doesn't pill #again, the fabric is fantastic), and holds up really well. i bought the black with white stripes this year, but i'm tempted to get every color. it's great for layering too since the fabric is nice and thin",5,1,5,General,Tops,Knits
7088,7088,984,63,Great little jacket,"I have not written a review for an retailer item in a while. i have been shopping at retailer for over ten years. in the past two years the clothing i have purchased has been disappointing in style and quality. but not this little pilcro jacket. great quality, perfectly proportioned, great understated details. many thanks retailer for restoring my faith.",5,1,2,General Petite,Jackets,Jackets
7089,7089,1081,39,Yep!,"Pretty much awesome... i tried it on in regualr size jsut to see, and i could almost get away with it... too bad i dind't try it on before hte 25% of f dresses... (also, i don't have an occasion to wear this).

length is midi, but since it is gathered, i could pull it up a little so it falls in the right spot on me.

color is very nice, overall sexy dress.

material is soft and comfortable, nothing wrong except i missed out on the sale! :-)",5,1,1,General Petite,Dresses,Dresses
7090,7090,1081,28,Flattering fit and color,"I bought this dress for a wedding but decided it wasn't dressy enough and ended up exchanging it even though i really wanted to keep it? i ordered a xs and it fit like a glove, the gathering makes for a forgiving and flattering look and the color is absolutely gorgeous! very classy length for such a form fitting dress, too. i probably would have cut down the neck if i ended up keeping it bc high/tight turtlenecks aren't my thing which is reason for only 4 stars.",4,1,0,General Petite,Dresses,Dresses
7091,7091,1081,53,The dress you need,"There is a reason everyone is giving this dress 5 stars. it is stunning, flattering, versatile and comfortable. i'm a slim, athletic size 4-6. my store only had one of these and it was a medium. i'm generally a small but on the hanger it looks like a slim tube so i thought i'd try it. fits fabulous. due to the stretch and shape of the dress i'd say a size medium could fit a 4-10. so, don't worry about sizing up or down one in this dress. suuuuuper stretchy so even though it fits close down throu",5,1,0,General Petite,Dresses,Dresses
7092,7092,868,29,Nice shirt,"This is a nice, soft shirt that is very comfortable to wear. the collar on this shirt makes this more than just a regular shirt. although the shirt seems more fitted on the model, i found it to run large. if you are going for the same look, you might want to size down. however, i like the shirt and am keeping it. it is a good thing too, because the navy color went fast. very nice shirt and a pretty good price too.",5,1,5,General,Tops,Knits
7093,7093,1117,55,,Ordered this jacket on line. it is picture perfect. does run a little big. thought i would take a small but i'm exchanging for xs.,4,1,4,General Petite,Jackets,Outerwear
7094,7094,862,63,,,3,0,0,General Petite,Tops,Knits
7095,7095,1051,69,"Love the pant, however...","This pant is beautiful and fits great except for the waist. it is too big. i carry all my extra weight in my waist too. 5' 6 1/2"", 150lbs, straight and up down figure. the waist gapped in the back almost 2 inches. otherwise this is a great pant, if you have a well developed bootie, maybe they would fit. ordered a 10 by the way. if they make it to sale, will purchase again and take to tailor. they are a well constructed lovely pant.",3,1,3,General,Bottoms,Pants
7096,7096,850,56,Pretty hot mess,This blouse has such a beautiful print but then it just goes down from there and can't be saved. the fabric is a sheer silk so it comes with an attached camisole that just doesn't lay right underneath. the sleeves are all gathered up and they have a puffy gather at the top that just ruins the whole blouse. i wish it was just a simple popover type blouse because it really is a lovely print. definitely not worth the money even at 1/2 off plus 25-%.,2,0,3,General,Tops,Blouses
7097,7097,862,53,Great top!,"I have several of these shirts and love them. i can dress them up or down, and they look great. comfortable and soft, and lose enough to be flattering but not bulky. great buy!",5,1,0,General Petite,Tops,Knits
7098,7098,941,42,"Size down, but how far down? tricky sizing.","My store had only one of these, in a size xs (i tend to be more of a s in most retailer items). it was roomy. i am 5'2, 34d, & figured a petite small would be a perfect fit. i ordered the ps, it arrived today, & is still pretty big! the sleeves (which are quite flared) are a little shorter, as is the overall length, than the regular xs, but overall the ps feels just as big, if not bigger, than the regular xs! trying to decide if i should go back for the regular xs or order the regular xxs.",4,1,0,General,Tops,Sweaters
7099,7099,1117,65,Just what i was searching for...,"I've been searching for a pretty & soft faux fur coat - finally found it hanging there in retailer! there was only one - a size small. it looked gorgeous, but thought i could use it a bit roomier. i'm a size 2/4, 5'5"" & about 118 lbs. i ordered a medium but it was huge. stayed with the small and am loving wearing this in our mild northeast winter. lots of compliments. lightweight and luxe. get it.",5,1,4,General Petite,Jackets,Outerwear
7100,7100,1081,35,Chic dress,Very happy with this online dress purchase! it fits tts and i love the ruching. i've already gotten compliments on it!,5,1,0,General Petite,Dresses,Dresses
7101,7101,1030,32,Great jeans,"I love all jeans by mother, they are well made, fit great and look so cute with any type of shoes from heels, to flat to boots. these jeans are perfect to wear out or when paired with a blazer can be worn to work. i love these and have them in almost every color.",5,1,0,General,Bottoms,Jeans
7102,7102,1081,28,Love it!,"Saw this online- my size out (xs/s p). online did have xs. checked store saw how great the dress looked at store, able to try on only one avail at store (m). ordered xs online. fits well with ada belt and cardigan. until straps altered will keep cardigan on.very comfortable and cute- lots of compliments worn to work",5,1,0,General Petite,Dresses,Dresses
7103,7103,862,36,Love these tops!,"I own several of these tops and i love them. i am 5'10, 140 lbs and i wear a small. i bought the gray and white stripe and the ivory and black stripe and they are very flattering. the front hits me at the same place as it does on the model and the back covers my butt. i own several of the solid colors in this style as well and they are just as great. this shirt is so soft and comfortable, you won't regret buying it!",5,1,3,General Petite,Tops,Knits
7104,7104,645,65,Fabulous tank,I purchased this tank for the interesting open neck not realizing that the straps are elastic. i love it. the material is super soft and it fits nicely. snug but not too tight. the straps are wide enough to cover bra straps and the neckline being a little wider is really flattering. i got the black one but i am going to get more colors! great buy!,5,1,4,Initmates,Intimate,Intimates
7105,7105,1025,39,Best jeans ever,These jeans are my favorite skinny jeans. they are expensive but so worth it. i had nordstrom reinforce holes with patches so they still look distressed but won't rip further. i wear these at least once a week.,5,1,2,General,Bottoms,Jeans
7106,7106,645,29,Love it!,"This tank is perfect. it fits close to the body, but does not squeeze. it is super soft, smooth, and comfy. it layers perfectly under blouses. this is by far my favorite basic tank!",5,1,2,Initmates,Intimate,Intimates
7107,7107,868,46,Comfortable,"Got this in the red, like previous reviewer mentioned - it does fit snug.
you might need to size up if you are busty and want a much looser fit.

other than that, super comfortable and soft fabric",4,1,0,General,Tops,Knits
7108,7108,862,26,Flattering!,"I usually wear xl in tops at retailer, but i picked this one up in a l. it's stretchy and super soft, but doesn't breathe all that well.",4,1,0,General Petite,Tops,Knits
