,Serial_No,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
5023,5023,875,31,Beautiful but boxy,"Such a beautiful and unique design - i only wish it fit! it is so, so boxy - i'm thin, but would have needed almost a foot of fabric removed in order to make it look right (and i don't mean making it super tight). the seaming and button details on the back are such that it would be tough to have a tailor refit it appropriately. so, i had to return this, despite really wanting to find a way to make it work.",2,0,0,General,Tops,Knits
5024,5024,977,41,,If you have any curves at all then this will look like a sack on you. i wanted to love it because of the material and i've been looking for a blazer/ jacket that was heavy in weight. this just looked awful on me. maybe for someone who is very slender this will work but i was highly disappointed in the cut.,3,0,9,General Petite,Jackets,Jackets
5025,5025,977,50,Nice jacket,This jacket is a flattering although somewhat boxy. it does run large - i wear a medium and ordered a small. fits perfect. looks great with jeans and a t-shirt.,4,1,0,General Petite,Jackets,Jackets
5026,5026,977,26,Great casual jacket,I love the oversized look of this jacket--my building is kept freezing cold so while at work i am constantly fiddling with cardigans and scarves and a space heater to try to keep from freezing while working and i thought this jacket would be a great jacket that basically functions as a blanket while still looking professional. (my boyfriend doesn't quite get the 3/4-length sleeves but that definitely keeps the look of this jacket polished--if they were longer i think it would be too much just li,5,1,0,General Petite,Jackets,Jackets
5027,5027,1095,23,,"This dress is very cute and well made. unfortunately it was too short waisted for me and runs small in the bust. the arm holes were too big yet the bust small, very weird fit on me. i am six feet tall with 38c bust, maybe if you are shorter with smaller chest this dress will work for you. it has a thin lining and is not see through even though it is white fabric. i love the dress it just wasn't made for my tall figure.",2,0,32,General Petite,Dresses,Dresses
5028,5028,829,31,Just didn't work for me,"This shirt looks nice on the model, but it felt stiff and unflattering on me. i am 5'5"", 135lbs, 34c, and the size 4 fit overall. i just didn't happen to like it on me.",3,0,3,General,Tops,Blouses
5029,5029,875,32,"Gorgeous design, loose fit; mixed cotton textures","Echoing others' remarks, this top runs large/wide (wise to size down). the embroidery is beautiful and for the volume of work, this arrived with minimal to no loose threads. however, i was bit disappointed by the mixed cotton textures - most of the top is a knit, tshirt like textures, while the bottom hem (with the horizontal stripe embroidery) is a stiffer, thinner woven cotton that i had thought would be the material for the whole shirt. the mixtures of textures and predominant knit textile ma",4,1,1,General,Tops,Knits
5030,5030,1095,41,"Ice cream, you scream!","I was so excited to get this classic-looking retailer dress- i love the ladylike shape and whimsical print. the popsicle print on this dress is really, truly adorable. unfortunately, the dress is cut really weird and it made me feel like screaming: i bought a size two and it was snug and gaping at the chest (and i'm only a 32b, ladies, so be warned!) at the same time, the arm holes were huge, i mean massively big. i think if you have a swimmer's body this might work. otherwise, you'll for sure nee",2,0,2,General Petite,Dresses,Dresses
5031,5031,875,29,Itchy!,"This top is cute, but i found issues with both the fit and the quality. i tried on an xs, but found it to be boxy on my petite frame (5'2"", 110 lbs, 34a). even worse, though, was the feel of this shirt. it's not lined, so you can feel every bit of the beautiful stitching on your skin. it was so itchy, and i only wore it for a minute in the fitting room. it's a pretty shirt, but not worth actually wearing.",3,0,27,General,Tops,Knits
5032,5032,826,39,Lovely fabric,"The cut is on the boxy side and i'm not sold on the tiered effect, but i love the silk fabric and the print so much that i just don't care. the silk is deliciously light and breathable, and the print is neutral enough that i can pair it with several different cardigans and necklaces to mix it up. and the quality of construction is excellent--all of the seams were expertly sewn and pressed, and the print was lined up like in the online picture. given the material and construction quality, it's de",5,1,2,General Petite,Tops,Blouses
5033,5033,1095,29,Cute dress,Well made dress. cute pleats - though a few didn't lie perfectly flat. it was a little too long for me (i'm 5'1) especially in the torso/straps area. also the armholes were a little large. fits tts,5,1,14,General Petite,Dresses,Dresses
5034,5034,829,39,So flattering,"I love this top, on me, it looks so flattering, the tie detail is really nice, and i love the white subtle details at the bottom and collar. i actually haven't seen the sleeves unrolled on me, i roll them up. the tie part is a little wrinkled from shipment, but who cares. i ordered the regular 0 as the petite have been sold out a longtime ago, i actually got this shirt a while back and thought i had already written a review... i am wearing it with boyfriend jeans right now (for casual friday and",5,1,1,General,Tops,Blouses
5035,5035,1059,57,Super for summer,"I live year round in warm weather and found these pants to be a great addition to my wardrobe. flattering and comfortable, the cropped look is a nice alternative to shorts. i'm 5.7 curvy but athletic.143lbs i usually wear an 8 or 10 in retailer but took the 10. i prefer my pants a little less fitted.",5,1,0,General Petite,Bottoms,Pants
5036,5036,875,38,Comfortable with a beautiful design!,"This shirt totally exceeded my expectations -- the detail and colors are wonderful, and the shirt itself is quite comfortable. the shirt is a bit boxy, but there is enough structure and detail so that it looks quite flattering on. plus, it looks great with jeans or with a skirt -- it is very easy to style!",5,1,1,General,Tops,Knits
5037,5037,334,45,Love this suit!,"I was looking for a basic black one piece suit that sucked in the tummy, but with style and a little flair. this is it! the ruching is perfect, the material is great and the separation of the straps at the top give it more style. i am usually a size 6, but ordered an 8 because i have a 34d chest. i was right on. the 8 covers the top with a small amount of cleavage and the bottom still fits because the ruching is a little tighter in the waist. i plan to wear this to the local pools this summer an",5,1,3,Initmates,Intimate,Swim
5038,5038,1095,49,Just knew i would love this!,"I have had this dress in the shopping basket on my retailer app and was dying to try it on in the store. luckily, newbury street in boston had it so i stopped by yesterday. the dress is everything i hoped and even better! the cut could not be more flattering. to get the nice, classic fit in the front, i stayed true to my usual size (4) but worried the buttons would be straining like another reviewer said. as soon as the bow in the front is tied, it keeps everything together and is very comf",5,1,11,General Petite,Dresses,Dresses
5039,5039,1095,35,,"I love this dress. it is super cute and comfy. i am 5'7 and a size small, 4 and 36c and i got this dress in a 4 and it fits great. a 2 might be a little more fitted on my waist but the 4 is comfortable and looks great. the length is perfect, not too short at all.",5,1,0,General Petite,Dresses,Dresses
5040,5040,1095,50,"Short waisted, fits small","I love the look of this dress on model but sadly, fit didn't work out. very short waisted and tight across chest with very ample arm holes. i'm 5'8"", 155, 34c, reliably a size 10. this dress seemed at least 2 sizes off for me. my daughter, usually a size 2, could wear it except for the arm hole size (and the fact that it's 158 dollars and she's 13....going back.) btw, ""novelty print"" means ""ice cream novelty"", little popsicles with bites taken out - cute but more juvenile than i expected.",2,0,11,General Petite,Dresses,Dresses
5041,5041,875,32,,"I really love this shirt for its versatility. it looks casual with jeans and dressy with a skirt, or even jeans and heels. the shirt itself is super soft. it's boxier than it looks in the picture, but not to the point of crop-top. the shirt still hits at my hips.",4,1,0,General,Tops,Knits
5042,5042,875,27,Pretty details,"I love the idea of this shirt-- the embroidered pattern is fun and summery! the fit of the shirt is a little strange. i saw that in other reviews, but i had to see for myself. it is rather boxy. i think i may keep it, though. i will look cute with super fitted skinny jeans to balance out the boxiness of the top.",4,1,0,General,Tops,Knits
5043,5043,829,27,Strange,"I was struggling with the options above-- does it fit true to size or is it too small or too large? it is both too small and too large, which is really strange. the model makes this shirt look stunning, but the product is actually very boxy. i am 5' 3"", weigh 112 lbs and i typically order anywhere from a 00p-0r/xxs-xs. i ordered this shirt in an xsp and the shirt sleeves were short and the middle was boxy. quite frankly, it looked like a maternity shirt and the structure was not worth the money",2,0,1,General Petite,Tops,Blouses
5044,5044,875,43,Beautiful but boxy,"This shirt is super cute and stylish, but too wide for my liking.",4,1,0,General,Tops,Knits
5045,5045,875,32,,"This top is cute, light and summery. ordered a small...is a little short/boxy but otherwise fits true to size. great summer/warm weather top!",5,1,0,General,Tops,Knits
5046,5046,875,31,Love the stitching,I love this top because it is light weight (a must in southern heat). i have a shorter torso so the length didn't bother me but someone with a longer torso may find this top too short.,4,1,0,General,Tops,Knits
5047,5047,1095,35,Worth the required piece of fashion tape!,"Just too much cuteness! the print is amazing, the bow is darling, and the crisp structure keeps it from being too precious. looks amazing on my hourglass shape! runs a bit small--had to size up a bit and felt more comfortable once i put a piece of fashion tape in a spot that gapped a little. definitely worth the splurge!",5,1,0,General Petite,Dresses,Dresses
5048,5048,875,39,Cute!,Great with a tank top underneath and jeans. i also wore with a delicate gold necklace. charming!,5,1,0,General,Tops,Knits
5049,5049,1059,48,,"Love the pattern and material (not thick) for spring and summer.  like the fit and style. i'm 5'2"", 115#. i've purchased regular (not petite) front and side zip (with internal button) charlie trousers earlier this year and last year.  got a size 4 (i vary between size 2 and 4) in the front zip trousers and they stretched out and got a little loose after fitting perfectly.  so i got the side zip in size 2.  those were tighter initially and stretched out but are still snug.  with this particular p",5,1,1,General,Bottoms,Pants
5050,5050,875,39,,"I have this shirt in more than one color! i totally disagree with the first review i find this shirt to be super comfy and unique! i personally feel the material isn't scratchy at all! also, i love this designer they are one of my new favorites!",5,1,17,General,Tops,Knits
5051,5051,875,38,Love the embellishment,The stitched pattern on this shirt is so pretty! it fits loosely and looks good with a slimmer bottom. it is a little bit itchy but i didn't feel i needed to wear something underneath.,4,1,0,General,Tops,Knits
5052,5052,875,32,Fun and stylish,"I love this top. it was cool on a summers day. i did get one of the strings of the design snagged but it worked out just fine, not ruined at all.",5,1,0,General,Tops,Knits
5053,5053,1095,68,Popsicle print,"Several reviews have stated this dress is embroidered with a popsicles. it is not embroidered, but an attractive popsicle print. i usually wear a 2p and after reading review ordered an 8p. a bit roomy in waist, but with tie at waist it works. length great, but arm holes large. will have altered as this fit/flare shirtwaist dress is so flattering.",4,1,1,General Petite,Dresses,Dresses
5054,5054,1095,36,Could be great-on someone else!,"I love all whimsical prints and shirtdresses and wanted so badly for this to work!  i'm an athletic person with more of a pear shape so a-lines really work for me.  i got my usual size 2 in this dress, and while i felt like the waist was true to size, the top gapped so badly (i'm a 32b) that i had to return the dress.  a tailor probably could have done something to it, but i decided i did not want to mess with the extra expense.  too bad, because the fabric is a lovely weight, the length was per",3,1,2,General Petite,Dresses,Dresses
5055,5055,875,56,Turquoise is lovely! size down for best fit!i,"I waited in anticipation for the turquoise version to appear online. turquoise and red can be found on another product page with the same name. 

size: i'm between small and xs for most retailer brands. i wanted this top to be a bit more fitted, so i ordered an xs. i'm 5' 5"" tall, 135 lbs, 35-29-36, 34d, with long torso and narrow shoulders.

fit: xs is spot on for me. i don't really mind the shorter length. it didn't appear to be too boxy. i layered a white shapewear tank underneath to help w",5,1,32,General,Tops,Knits
5056,5056,1095,32,Adorable and excellent quality,"This is such a clean and cute printed dress and i knew that i had to try the dress when i first saw it online. after reading other reviews, i sized up. i am normally a 0 or 2 in retailer. i ordered the 2 and it fits nicely and looks great. however, i feel like the 2 buttons at the lowered rib cage area gape slightly. the tie covers it and holds it in place, unless i sit, then it gapes freely. i am a 32 a so not big chested at all, and yet this fit snug in the chest area. i would worry about",4,1,0,General Petite,Dresses,Dresses
5057,5057,875,37,Love,"I have this top with the red stitching and it is one of my most favorite items from retailer ever. i wear it with a tank top underneath so i haven't noticed any itchiness like the other reviewer mentioned. 
i wear it with slightly cropped slim boyfriend jeans and i get so many compliments every time i wear it.
i wish i had it in the blue color too!",5,1,11,General,Tops,Knits
5058,5058,1095,48,Lovely pattern,"I really wanted to like this dress, but it just didn't suit me. i have others in a similar style, and they are a bit tight in the bust but not too much for me. the print is adorable - very quirky, but subtle. in the end, it's the bright white that doesn't work for me. it made me look incredibly pale.",4,1,2,General Petite,Dresses,Dresses
5059,5059,1095,65,Summery-est ever,"I started stalking this dress when i saw it on a store's instagram feed, and i was so thrilled to get it in the mail. however, i ordered it before reviews started popping up, and i was concerned it would not fit in the bust. however, when it arrived, the fit is perfect. it's not exactly loose in the bust, but there also isn't any pilling. the high-waisted nature was also suited to my shape. i'm usually between a 4 and a 6, and the 6 was great in this dress, and a perfectly joyful length--appropr",5,1,2,General Petite,Dresses,Dresses
5060,5060,977,31,"Modern,oversized men's wear meets utilitarian chic","Not for everyone - this coat has an intentional slightly oversized body and sleeves, with a short sleeve length, and a heavy fabric that is perfect for cold california winters (and maybe fall weather everywhere else). the weight comes from what seems to be a lining of a heavy hunter -green-colored neoprene-like substance. it definitely feels substantial and worth the price. a coat like this would look amazing with crisp, clean lines, culottes, joggers, flatforms/clogs, or can transfer into workw",4,1,21,General Petite,Jackets,Jackets
5061,5061,875,32,Lovely,"When i first saw this too online i thought it was beautiful. i was right. when jt came in the mail, i really loved how the embroidery was intricate and detailed. the colors also popped making it a great shirt for spring, summer, or early fall.",5,1,0,General,Tops,Knits
5062,5062,1095,42,Gorgeous but weird fit,"Everybody else is correct. the dress is adorable but the fit is weird. i am usually a size 2 (134lb, 34 c) but got the 4 based on the reviews. the waist fits perfect, the top is huge, especially the armholes. if i get a size 2 then the waist will be too tight. however, the dress is so cute i am considering taking it for alterations and keeping it. definitely it has fit issues.",3,1,0,General Petite,Dresses,Dresses
5063,5063,1095,37,Too small in the bust,"I loved this dress so much, but it just didn't work. i'm not particularly busty (36b) but it just did not work for me. i sized up several sizes from what i usually wear and it still was tight on the bust and then just looser around the arms as i went up. such a beautiful dress though - great quality and really adorable fit for someone who is built for it!",4,1,0,General Petite,Dresses,Dresses
5064,5064,829,57,Love,Love love love. fits great. super comfortable and looks both casual and dressy at the same time. i could wear this every single day.,5,1,7,General,Tops,Blouses
5065,5065,875,20,"So nice, i'm getting another","Just bought this at the store. just to be safe, i thought i would try it on before ordering just to confirm the size. that was a good idea. ( i am a 38b, 5'9"", and have variable results with trying to order with the size charts.) the large looked nice but was slightly too large in the chest. when directly compared to the medium, it seems the major difference is the length-- the large was > 1"" longer than the medium. i did not find either to be itchy and the construction seems totally ok.",4,1,0,General,Tops,Knits
5066,5066,875,35,Cute blouse,"I really like this shirt, and have gotten plenty of compliments the first time i've worn it.",5,1,0,General,Tops,Knits
5067,5067,1095,27,You cannot wash,"As another reviewer pointed out, although the tag inside the dress says that you can machine wash in cold water, the color around the popsicles will bleed! this is extremely disappointing. i'm hoping it can either be fixed with dye remover, or that retailer will take this item back. would only dry clean this item.",2,1,1,General Petite,Dresses,Dresses
5068,5068,977,27,Wonderful autumn coat!,This coat is wonderful! i am usually an xs-s in retailer and i got the xs. it is supposed to be a bit large. goes with everything and great quality.,5,1,2,General Petite,Jackets,Jackets
5069,5069,1059,56,Cute but stretched out in minutes,"I thought these pants were cute! when i put them on, they fit perfectly, and were comfortable, however i wore them for about 20 minutes and they were a completely different size, and looked awful!",2,0,2,General,Bottoms,Pants
5070,5070,1095,52,Runs small,This dress is very cute and is made well.  i bought up a size from what i usually where as one reviewer mentioned the dress is small in the bust. this is always a problem for me therefore i ordered a 14. i was surprised that the 14 was sung in the bust. and then understood why the 16 was sold out. i was 30/40 lbs heavier when i wore a 16..never would have thought i'd have to order up that high. i've been running a 10 or 12 depending on the level of my activity. i'm keeping the dress because i kn,3,1,0,General Petite,Dresses,Dresses
5071,5071,868,41,Great tee!,"I was hesitant to buy but this tee is easy, light, and fun to wear.  the fabric is light but not see through in the slightest.  the construction is perfect.  it is tts for an oversized tee.",5,1,0,General,Tops,Knits
5072,5072,875,39,Scratchy and prickly,"This top is really cute, but the threads underneath the shirt scratch your torso. i suggest wearing a tank underneath to protect your skin.",2,0,1,General,Tops,Knits
5073,5073,1059,34,Cute pant,Cute and great fitting pant. love the pattern and it fit tts for the brand. i normally wear a 10/12 and i took at 12. flattering.,5,1,0,General,Bottoms,Pants
5074,5074,1095,51,Cute dress for everyday,"As others mentioned, the arm holes are a bit large- but i didn't find this too much of a problem. possibly that's because as a smaller chested woman i run into that issue regularly. i'm 5' 4"" 130 and the size 8 fit perfectly. the length is at the top of knee.",5,1,1,General Petite,Dresses,Dresses
5075,5075,1095,37,Precious design,"The dress is precious and looks good on all body types. however, the bust is extremely tight. i had to go up a dress size just to fit in the chest area.",3,1,0,General Petite,Dresses,Dresses
5076,5076,875,41,Embroidered sienna top,Love this shirt! looks perfect with a pair of jeans! makes the outfit with out any effort!!!!,5,1,0,General,Tops,Knits
5077,5077,1095,39,Perfect ice pop for summer,"Like the previous reviewer, my size 10p gaped and strained the buttons at my chest (36dd wide rib cage 5'3"" 140#). also the skirt flared out too high on my waist. i'm going to try a regular 10 with hope the torso will fit better. other than the fit on my particular body and the one distracting chest pocket, this shirt dress is very well made, very cute",5,1,9,General Petite,Dresses,Dresses
5078,5078,826,46,So beautiful,"I wanted to give this top some love. i ordered this top and the kota peasant top with plans to only keep one of them. this top is definitely the winner. the neckline, sleeves, pattern, fabric, and length are gorgeous and flattering. it is very feminine and elegant and i think it will also be versatile....it could be very dressy (depending on what you wear it with) but it will also look great with jeans and shorts and sandals. it is a bit sheer so a tank or cami might be needed underneath. i orde",5,1,6,General Petite,Tops,Blouses
5079,5079,875,36,Love this top!,"This top is beautiful in person, love the buttons in the back, fits a little boxy but i like that style",4,1,0,General,Tops,Knits
5080,5080,828,44,Great date top,"This top is a classic subtle sexy top, great for casual wear and especially to go on a date. the hem of the sleeves have a slit, neat detail. small fit me well width wise but sleeves are too long (2 in. pass my wrist) but i cannot roll them up because the bell shape does not hold and i cannot hem them because they would lose the original stitching (i am 5ft2in, 34b, 26 waist). no petite size so i passed. cloth and stone is better in making petite size but not for most items, sad for us shorties.",4,1,0,General,Tops,Blouses
5081,5081,1095,44,Not so vanilla!,"This is a true retailer dress, cute and quirky. kudos for the built-in liner (with scalloped hem, very pretty) and pockets. i like the colorful yet subtle embroidered ice cream sticks on the dress, and the white background makes the colors and details really pop (pun intended!). i echo the previous reviewers that the bust is very small. i usually wear size 4 regular in this brand (i?m 34b, 26 waist, 36 hips. i?m 5?2?, and the bottom hem falls right at the upper knees). but when i tried on size 6,",5,1,3,General Petite,Dresses,Dresses
5082,5082,1095,38,Adorable but runs small in the bust :(,"I ordered my typical 6 petite and found that the buttons were pulling at the bust ( i'm 34 b) and at the waist. i'm returning and ordering a size 8 petite because i'm a sucker for a shirtdress and a cute novelty print. the quality is nice and the length was perfect for my short 4""11 frame, now only to wait for it to be shipped! oh how i wish petites were available in my local store!",4,1,45,General Petite,Dresses,Dresses
5083,5083,1059,42,Unfortunately unflattering,"I wanted to love these great spring/summer pants, but sadly, they are just too unflattering for ladies with hips. if you have a ruler build, these pants will be fantastic, but these pants are not forgiving in the hip and thigh area for those of you blessed with a curvier build. i was really hoping for pants that had this clean, vintage inspired, audrey hepburn look re-imagined for the every-girl, because nothing is more flattering to an hourglass body than clean, non-bulky lines (something like",3,0,3,General Petite,Bottoms,Pants
5084,5084,1095,38,Classic,"This is a fun and classic dress. the dress is well made, as others said, it doesn't have much ""give"".  i am a 36c, 29"", 39""- and the size 8 fit perfectly. i didn't experience any gapping between the buttons. it is a nice fun summer time dress! it is also very flattering!",5,1,1,General Petite,Dresses,Dresses
5085,5085,829,47,,"Not sure about this yet. reordered larger size because it hits much higher than shown. belly peeked out from under it! ordered 6 and i'm normally a small/6. like the design but really short.,",3,1,2,General,Tops,Blouses
5086,5086,873,21,,"Great shirt, the material is lightweight without being see through. i didn't find the cut to be all that flattering, but it was a cute enough style and comfortable enough that i wanted to keep it. definitely see it becoming a staple in my closet.",5,1,0,General Petite,Tops,Knits
5087,5087,863,67,,I love this top. it's very comfortable looks great and the quality is very good. i've had many compliments on it.,5,1,5,General,Tops,Knits
5088,5088,1035,34,These stretch out horribly,"I've never had a problem with pilcro jeans. i own several pairs. however, i ordered my regular size 28 (i'm 5'3, 120 pounds) and not only were these jeans thin, they had zero stretch and after 1 hour of wear stretched out horribly. they fit really loose and hung around my knees and legs which is very disappointing for a skinny jean.",2,0,3,General,Bottoms,Jeans
5089,5089,1078,40,"Not exactly as expected, but lovely nonetheless","This maeve dress caught my eye for its unique styling, and did not disappoint in person. v-neckline is deep, but not revealing. there is a nice hemstitch detail on the sleeve trim. the pattern is a good scale for a strong frame.
what surprised me: 1.) the dress is actually black with light brown flowers. on my screen, it looked brown with bronze flowers. 2.) there are pockets in this unlined dress! they are placed on-seam, but feel weirdly awkward to access, almost as if they are set back. they",4,1,7,General,Dresses,Dresses
5090,5090,863,29,,"This shirt is very comfortable. though it's casual, its uneven seams and asymmetry give it a little
more edge and character. fit is slightly large. i'm 5'5'', 125 lbs and purchased the small. the arms are a little longer than i'd like and the overall fit is slightly too loose. however, it's not a significant enough problem for me to return the shirt.",4,1,0,General,Tops,Knits
5091,5091,863,34,Too thin,I bought both black and white shirt. white is see through completely. black is ok. but the material is still too thin. i feel like it is going to tear after the first wash. not worth the money. i bought plenty of similar shirts from the same brand and this run is way too cheap.,3,0,6,General,Tops,Knits
5092,5092,1078,45,Love this dress!,"I saw this dress in the store and was drawn to the pattern as an alternative to my normal lbd. it looked okay on the hanger, but when i tried it on...wow! so pretty and chic. it actually hangs a little lower in the front on me than on the model pictured which adds to the chicness and makes it a sophisticated take on a kimono. (my husband's words) i wore it out that evening to dinner and received several compliments. i did not have any issues with fit. i am a size 6 and purchased a size 6. it fit",5,1,1,General,Dresses,Dresses
5093,5093,824,37,Prettier in black but would pass on ivory,"It's a pretty top with a lot of intricate detail and love the edge the studs give it but it looks fuddy duddy in ivory. looks nicer in black but you loose some of the detail in the dark color. the lace is not soft either but has more of a polyester, slightly scratchy feel. sizing is true to size and it fits well if the style floats your boat.",3,0,1,General Petite,Tops,Blouses
5094,5094,1078,51,Small,"Too tight in strange ways. beautiful dress i was so excited to receive it, however it just did not fit.",1,0,0,General,Dresses,Dresses
5095,5095,863,54,Super cute fall top with skinny jeans,"It's too hot here in ca to wear this yet but i can't wait for cooler weather. i tried it on with skinny jeans and it's darling. love how it's much shorter in front with the side splits and long back to cover the bum. perfect for leggings. nice slim, but not tight fit.",5,1,0,General,Tops,Knits
5096,5096,1086,41,,"I bought this dress as a back-up for my bridal shower and loved it when it arrived. it does run large, so definitely size down. there isn't a lot of shape to the dress, but the quality is high, the color is really vibrant and it's a comfortable fit. i'm 5'5 and it fell to my knees. i paired it with black tights and booties and plan on wearing it the spring with wedges.",4,1,2,General Petite,Dresses,Dresses
5097,5097,824,41,Another beauty from maeve!,"I am a big fan of maeve tops. i love the beading and structure of this top. despite the fullness of the design, the fit is flattering",5,1,3,General Petite,Tops,Blouses
