,Serial_No,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
1015,1015,1094,27,"Slimming, cute","I have broader shoulders and thick arms, this dress does an amazing job slimming my arms and not making me appear top heavy!
i'm 5'4 125 lbs, the xs fit perfectly",5,1,0,General,Dresses,Dresses
1016,1016,936,28,Beautiful design but not great quality.,"I'll start with saying that it's a beautiful coat- i get tons of compliments and love the color. it runs a little big but it's meant to have to a slouchy, oversized quality to it. my only complaint is that i've had it for about 3 weeks and already one button has completely fallen off and the two inside fasteners already feel loose and very delicate. there's no extra buttons to replace the old one with and i'm worried more of the coat is going to fall apart. super bummed about the construction qu",3,1,4,General,Tops,Sweaters
1017,1017,1154,44,Worth every penny!,This bra is so well made and fits beautifully.,5,1,0,Initmates,Intimate,Intimates
1018,1018,936,47,Lovely,"Snapped this sweet puppy up at my local retailer-in the sale room!!!!! it is beyond fabulous and the coral color is divine!!!! brightens up the drearriest of days-i did size down. i am short and the small sleeves were way too long on my 5ft3in frame. it runs a bit large but if you were to wear a heavier something under it i could see getting your ""normal"" size. the quality is great and the style is just lovely. great jacket-love love love",5,1,0,General,Tops,Sweaters
1019,1019,936,42,Beautiful coat,Love this coat - great fall piece! i bought the green color and it looks as shown in the picture. great retailer purchase!,5,1,0,General,Tops,Sweaters
1020,1020,936,31,Love this!,I bought it to mainly wear as a coat but i think it'd be great with some leggings and boots as well. if you want a more structured look go a size smaller. i plan on wearing this more as outer wear so i went with large. the coral is beautiful,5,1,0,General,Tops,Sweaters
1021,1021,868,26,Cute tunic,"This tunic is very nice. flattering, good design, worn in winter and spring, and fits well. i have a curvy figure, and this fits well. i wish it came in more colors.it does show flaws slightly but fits well and is stretchy.",4,1,0,General,Tops,Knits
1022,1022,854,59,Misleading picture!,"The top i received was large, really long in length, pockets in the front along the seam, and lots of volume in the back without any princess seams to give it shape. the id #'s matched, but that's about it. returned!",1,0,1,General Petite,Tops,Knits
1023,1023,936,33,"Cozy, flattering, and practical","At first, i thought this sweater might be too boxy, but fastened at the waist, it's very flattering and the collar is face-framing, and the coral in particular (really more of a mango sorbet shade) is unexpected but cheery for winter.

but the big selling point is the warmth and the giant pockets. brought a new puppy home just after christmas, and this sweater is perfect for layering for late- night trips out with an easy place to stash my phone and treats. bought it in coral and pink.",5,1,1,General,Tops,Sweaters
1024,1024,949,47,Great sweater!,"I love this sweater! pros: great shape (it's supposed to be a little oversized looking), great color (i have the ivory and it's beautiful), and fits well (the sweater looks boxy until you put it on and it flows in all the right places). the sweater is not soft. that is my only con. it looks so soft in the photos, but the sweater i received is not at all soft and cozy. it is warm. it will be great for the winter - great pair with leggings, skirts or just jeans.",4,1,0,General,Tops,Sweaters
1025,1025,1094,46,Beautiful,"I love this dress. will be wearing it for the first time tomorrow. it fits well. the neck line is a bit low on me. i think it would look best on someone with more of a chest than i have. i will be wearing a winter white infinity scarf with it (as shown on model). i am 5' 6.5"" and 120 lbs and the small is just right.",5,1,1,General,Dresses,Dresses
1026,1026,936,24,Best sweater jacket!,"Love this sweater jacket! super comfortable and warm. i am 5'2 and i got a xs petite. it fit perfectly both in length and in the sleeve. the green color is super rich and is perfect for the season. it's easy to wear it up and wear it down. i appreciate that it's not super bulky, which was what i was afraid of. my favorite jacket of the season so far.",5,1,2,General,Tops,Sweaters
1027,1027,1047,34,Not for every body type,"I am 5'6"", 130 lbs with an athletic body type and i ordered a size small. these were really baggy in the thigh/quadricep area and made my thighs look bulky. the fabric quality is very nice and i like the idea of them for curvier body types. my son commented that they looked like pajama pants and i agreed.",2,1,0,General,Bottoms,Pants
1028,1028,1083,53,Best for staright figures,"This is a beautiful dress but if you have any hips at all you may find it difficult to find the right size. i usually wear a 0-2 p and found that that the op was too snug on the bottom while the 2p was too loose on top. ( for reference 32-26-35). so if you are perfectly proportioned it could work for you.
also, note that this is a pencil dress....very slim fitting.....probably best suited for a cocktail party.",4,1,3,General,Dresses,Dresses
1029,1029,949,38,Cute sweater!,Purchased this sweater in the blue color which is a gray/blue. it runs large as the xs is still quite roomy on me in the body. although the arms are more snug. great quality.,5,1,0,General,Tops,Sweaters
1030,1030,949,35,,,5,1,0,General,Tops,Sweaters
1031,1031,949,58,So happy i ordered this!,"I bought this as a birthday gift for my daughter, and i am so glad i did. the colors are beautiful, and the material is so soft. i'm sure she's going to love it!",5,1,0,General,Tops,Sweaters
1032,1032,909,33,"Wanted to love it, but just kinda like it","So when i saw a sweater with a big llama face on the front of it, i knew it must be mine. i ordered it and eagerly awaited its arrival. while the llama print and color of the sweater are ah-mazing, the fit of the sweater leaves something to be desired. i'm a 36 dd and mostly a size l, so that's what i ordered. it wasn't snug, but it didn't have the cut to pull off the oversized drapey look, so the areas where it was loose looked...strange. the sleeves were really long too, but i could have rolle",3,1,6,General,Tops,Fine gauge
1033,1033,949,67,Lovely top,"I fell in love with this top (sweater) before it could even be ordered - was on model for pants that were available to order. in any case, i later ordered the blue motif online and the colors are even more beautiful in person. the blue also contains fibers of wine - so very pretty. the gray is a soft shade. the quality is lovely too. the only cons are that the seater is rather heavy, but should be great for colder winter months and the zipper on the back is quite conspicuous. however, that said,",5,1,14,General,Tops,Sweaters
1034,1034,873,32,Comfy & cute,Love the feminine styling of a classic tunic tee! i'll wear it with black leggings this fall. super cute to wear casually or dress up a bit with some jewelry and/or a scarf.,5,1,1,General,Tops,Knits
1035,1035,873,59,,"This top is full of amazing details. the photos really don't do it justice. it is very flowy and does run large but is so pretty and soft and in beautiful shades of blue. i bought a small and it is fairly long in back on my 5'5"" frame but because of the detailing...it just works.",5,1,1,General,Tops,Knits
1036,1036,909,82,Love this sweater,"Unlike the first three reviews, i loved this sweater. the colors were beautiful and i paired it with green cords. i did not find the sweater to be itchy but very comfortable. fits trus to size.",5,1,0,General,Tops,Fine gauge
1037,1037,1083,46,Classically byron lars,"Great fit even for busty women. ordered an 8 because i usually need the room in the chest area on dresses.(36d-dd) fit nicely without being tight. might have been able to size down but i didn't want to risk being too tight. flattering especially on curves. nice for contemporary office or special occasion. if you like his designs, you won't be disappointed!",5,1,5,General Petite,Dresses,Dresses
1038,1038,873,34,Great blouse,"Love this top, purchased it in the coral color now i'm definitely wanting it in the blue since it is such a great blouse for transitioning into fall. the weight of the top it good since i live in south texas so definitely needing lightweight long sleeves for our weather. i'm sure when the time comes adding a long cardigan or blazer over it as needed for the cooler weather it will look great. fit true to size.",5,1,0,General,Tops,Knits
1039,1039,1172,25,,"Absolutely love this suit. the bottoms are very comfortable and covers everything id like it to. it does not ride up at all, which almost never happens with swim suits. i'm going to order this in a different color next season. i paired the bottoms with the peplum top and received many compliments.",5,1,0,Initmates,Intimate,Swim
1040,1040,1083,35,Awesome dress,I just love this dress.  took me ordering a number of sizes- petite and regular to find the best fit.  i might still have the top altered.  i received a lot of compliements.  work it with some black leather wedges for daytime/work.,5,1,0,General Petite,Dresses,Dresses
1041,1041,949,42,Beautiful!,"I got the purple color and absolutely love it. i am 5'2"" but decided against the petite size and i wanted it to be a bit longer. i also went with the xxs as the xs was a bit too loose on the arm. it was definitely a splurge to buy the sweater but it looked so lovely!",5,1,0,General,Tops,Sweaters
1042,1042,949,35,Cute sweater!,Love the color! very soft. unique look. can't wait to wear it this fall,5,1,0,General,Tops,Sweaters
1043,1043,909,41,Nice,"I got the rooster version and the colors are simply gorgeous.  i'm not so much into wearing a farm animal image, but the colors are just too striking to pass this up. the sweater is tts, but with a slightly baggy fit. i did not find it scratchy.",4,1,0,General,Tops,Fine gauge
1044,1044,864,53,,"Really cute and very comfortable. material is thin and sheer. i wear tanks under things anyway, but especially in pink, you would need to. but love the style.",4,1,0,General,Tops,Knits
1045,1045,949,30,"Cotton, cotton, love cotton!","I love this sweater.  i am 5' 1"" and tried on the petite in the store but ended up going with the regular size as i preferred the length.  the overall fit was the same.  i bought the blue which to me is the colour shown here, more a grey and purplish colour, beautiful for fall and much nicer than a straight blue.  i have worn it to work several times and always get a compliment.  this sweater is nice for all ages, it is soft, comfortable and versatile.  it might just be my go to fall sweater.",5,1,0,General,Tops,Sweaters
1046,1046,949,43,,,2,0,0,General,Tops,Sweaters
1047,1047,873,50,Large and very wide!,"I ordered this in a small petite and medium petite , and i am a huge fan of a*k. i put tried on the sp. while it fit, it was very long, even for a petite. what i hated about it was that the piping on the top made me look very wide. even a long necklace wouldn't help deter the look. on a positive side, the blue was a very nice, cool color. i am usually a small to medium in a*k (6-8 in tops) and the small fit well in the arms/bodice, just too much fabric for me. returning!",2,0,13,General,Tops,Knits
1048,1048,873,23,Flowy,I have the blue color of this top and i love the color variation throughout. it looks very unique and it is going to be a great piece for late summer/early fall. the pleated look on the upper chest is very flattering and adds texture to the top. i am pleased with my purchase!,5,1,1,General,Tops,Knits
1049,1049,949,52,Love this sweater,This sweater is perfect for transitioning into fall as it is not too heavy. it's flattering and looks great with jeans.,5,1,0,General,Tops,Sweaters
1050,1050,949,38,"Interesting sweater, good quality","I'm an xl but ended up buying this in a size large. i am very pleased with the interesting cable pattern that runs down the front. i also really like that this is cotton, and even though it is heavy and substantial, the thread gauge is a fine weight. while this says i can hand wash the sweater, i'm reluctant to because i'm worried that hand washing will end up stretching the sweater out of shape. i don't care for the heavy gold zipper running down from the neck, but my hair hides that. overall,",5,1,6,General,Tops,Sweaters
1051,1051,949,66,Nice cotton sweater,"Bought this is the blue, which is actually a very grey-blue.  i love cotton sweaters and they are not easy to find.  this one has lovely colors and unusual design, but is a bit too full.  that said, i am keeping it for the cotton/linen factor, alone.",4,1,0,General,Tops,Sweaters
1052,1052,873,69,Quality & cut,"My perspective is as a sewer so i'm more picky perhaps. this top is poorly made. the fabric pattern is crooked or not consistent in each piece. sewers do this to save $ - squeezing the pieces on the fabric. it looks sloppy. the cut is very full; the bottom edge measures 104"" around. for my figure, curvey, at 5'6"" and 150lbs, this top is not flattering it looks maternity. perhaps best on a slim figure and with leggings.",1,0,2,General,Tops,Knits
1053,1053,949,40,Not as great as the photos,"I love mixed media clothing, and this is no exception. i fell in love with this right away, and after being torn between the two colors, opted for the rose. it's very gorgeous in person - midweight and very soft. however, as soon as i put it on, i noticed the knit sides truly flare out; they don't lay nicely like on the model. it could be because of my large chest (36dddd), but everything below the chest seems to widen me. it might work better on someone with a straighter build or smaller chest.",4,1,2,General,Tops,Sweaters
1054,1054,873,48,Beautiful casual top,"I've been looking for some new, casual tops and ordered this one for the sky blue color. i'm a size 6 and the small fits great. i don't find the blowzy style overwhelming. i am small boned but i'm 5'8"", not a petite. i like it with leggings and skinny jeans ...a nice proportion. however, i can see how this cut may be too much on someone with a smaller frame. i really like it, however i see two drawbacks: the material is a bit thin for fall and it wrinkles very easily (not good for travel). this",3,1,0,General,Tops,Knits
1055,1055,864,40,Cute tee,"I got the pink version to layer with spring clothes. i always wear a medium, but sized down to a small based on the other review. the seams are very flattering. the material is very soft. on sale, the price is reasonable.",5,1,0,General,Tops,Knits
1056,1056,864,39,Great tee but kind of short,"I love this tee but there is a lot of swing/ fabric so it can tend to make you look wide. also, i have a short torso to begin with but this tee is on the short side. i'm still undecided on whether i'm going to keep it b/c it's rayon/ poly and it's hand wash only. and i'm worried that one wash will make it shrink in length and it's already short. rayon knits have a tendency to shrink in length when washed so beware!",4,1,0,General,Tops,Knits
1057,1057,873,71,Pretty but not for me,"This top reminded me of a maternity top. cute, but better suited for someone smaller chested.",3,0,0,General,Tops,Knits
1058,1058,873,42,Love the color!,I love this shirt so much i am ordering the coral too! the weight of the material makes it hang nicely. there is a lot of material but it lends itself to the flowy style. i got many compliments of this top!,5,1,3,General,Tops,Knits
1059,1059,949,57,Finally a flattering sweater!,"This sweater is perfect! finally a sweater that doesn't make me look like a huge box!

i bought the blue & it has other colors running through it so i'll be able to wear it with chinos & jeans. very pretty, flattering & i think i'm going to be wearing this a lot.",5,1,6,General,Tops,Sweaters
1060,1060,1083,54,"Great dress, not for me","I love byron lars. very taken with his fabrics and design concepts and i have ordered several of his dresses but i believe i need to surrender to the fact that they do not work for my body type. the dress is gorgeous in person: all the fabrics are great, the dress is fully lined and lots of nice finishing touches. it is a unique and very striking dress; this one i really wanted. however, it is designed for a woman who is proportionally longer, leaner with a larger bust size than i have. i ordere",4,1,0,General Petite,Dresses,Dresses
1061,1061,909,46,Farm animal pullover,"Wanted to love this sweater for its beautiful colors and cute graphic, but the fit is uncomfortably small and it is so itchy i was yelling, ""get it off"" in the fitting room. bummer.",2,0,0,General,Tops,Fine gauge
1062,1062,949,23,Perfect in all respects,"True to size for petite person; bought in blue - subtle shading, looks great; paired with your blue straight leg blue ""jeans""; perfect outfit for almost all occasions.",5,1,0,General,Tops,Sweaters
1063,1063,949,44,"I wanted to love this sweater, but......","This is a beautiful sweater with deep rich colors. i purchased the blue motif. the problem is that the model(s) are small busted, which allows the side panels and front panel to lay nicely and swing in a flattering manner. i am 5'6'', 135 pounds and a 36d. i usually wear a small in antro tops. i purchased this online, and was excited upon it's arrival. when i tried it on, i was horrified. it looked like a babydoll maternity sweater on me. the front did not lay well (flat) at all from the chest d",2,1,1,General,Tops,Sweaters
1064,1064,949,45,"Upscale, unique sweater","Spotted this beauty in my local store - hanging (grrr) which made it stretch out. note that it's made of linen, cotton, and acrylic, so it's not heavy, it's weighty. anyways, it seemed to run large just due to gravity, so i ended up ordering it so it wasn't all stretched out. it's got a beautiful a-line cut - perfect for us bottom-heavy gals. love the colored thread woven throughout. worth the extra $.",5,1,1,General,Tops,Sweaters
1065,1065,864,22,Fun shirt!,Okay this shirt is soooo comf. it is super fun and flowy. but it runs large. get one size smaller than you would usually get! so worth the sale price!!!,5,1,4,General,Tops,Knits
1066,1066,864,35,,Cute and comfy shirt! tts- got my usual m (i'm a 10) and it has a generous fit but i think it's supposed to. it's actually a silver grey color.,5,1,0,General,Tops,Knits
1067,1067,873,52,Lovely surprise,"I would highly recommend this top. i usually wear a small petite. but returned the top for an xs petite which fit perfectly. there is a lot of fabric, but if you size down it wasn't an issue for me. i weigh 120lbs and am 5 feet tall. also, i'm busty, 34 d. which worried me with this type of top. not a problem. i will wear a blazer or leather short jacket with this. i am very picky and i was happy with the quality. the fabric is not heavy. it's a fantastic purchase!",5,1,0,General,Tops,Knits
1068,1068,1099,50,Petite busty girls rejoice 2,"I loved this but hesitated to order since i'm petite and busty and assumed it would be an awful mess in the chest area (too tight, gaping etc) but it is great!!! it fits perfectly! there is plenty of room in the chest and the dress is not too long! i ordered a pm and its wonderful. the dress is not see through at all. love it!!!!!",5,1,1,General Petite,Dresses,Dresses
1069,1069,1001,48,,Runs a little big. fabric is very soft and comfortable,4,1,1,General,Bottoms,Skirts
1070,1070,829,41,Cute!,"This top is really cute and i think will be a great transition piece. i'm glad i tried it on in the store as it runs very small. i typically wear a 00 or 0 and bought this in a 2. they didn't have it in stock,so i ordered it and hope it fits.",4,1,2,General Petite,Tops,Blouses
1071,1071,815,53,Such a beautiful victorian blouse!,"I just saw this vintage style blouse at my local store and tried it and think this blouse is amazingly beautiful! it's actually very well made and a tad heftier than i imagined from the picture. there's different strips of gorgeous lace all over including that amazing lace at the collar and bib, the arm holes are just perfect in my regular size small (34d-27-35) so it runs tts and i didn't find this overly blousy myself though that's just part of its charm. you'll need an undershirt or something",5,1,4,General Petite,Tops,Blouses
1072,1072,1099,57,Paisley silk maxi dress,Beautiful dress but have to return. way too big & long for me. medium is the size i wear but i think i would need an extra small.,2,0,6,General Petite,Dresses,Dresses
1073,1073,831,20,"Beautiful top, looks great with black/gray jeans","I love this top. the quality is excellent. the blouse is lined and falls nicely.. i like to wear it with a pair of dark gray jeans. the color is described as ""orange"", but it really has more of a bronze tone. looks very rich and exotic. it's perfect top when you want to wear jeans, but want to dress it up a bit.",5,1,1,General,Tops,Blouses
1074,1074,738,30,"Gorgeous, high quality, and figure flattering!","This swimsuit completely exceeded my expectations! 
i'm 5'2"", 140 lbs with an athletic build, and the cut of this swimsuit is ultra slimming! with the way the top wraps it makes my torso look much longer and leaner than it actually is :) i bought the top in a small and the matching bottoms in medium. 

the material is thick, high quality, and the colors are exactly the way they appear online. 
the top is reversible and the alternate side is teal and nude. i feel like i got 4 tops in one sinc",5,1,4,Initmates,Intimate,Swim
1075,1075,1099,42,Pretty in pink,"I'm 5'2 around 125 lbs, muscular and petite, so i ordered a petite small and it fits great. the length is perfect, i can wear with heels or dress down with flops. it's lined, which i think most dresses and skirts should be, so i was happy about that. i was pleasantly surprised with the slits up both sides, to show a little leg....sexy. it's not too low cut that you have to wear a cami and ruin the neckline, so that's plus. my only issue was the fabric didn't line up on me the same as the model,",4,1,0,General Petite,Dresses,Dresses
1076,1076,1094,53,This dress is divine!,"As soon as i saw this dress, i knew i had to have it. i just tried it on and it is beautiful. i feel gorgeous and glamorous! i can't wait to wear this to a special event as it truly deserves that attention.

the silk is soft and the slip underneath is perfect. the tie in the back perfectly cinches the dress and the pleating is a wonderful detail to the look.

i am 5'0"", 110, and i purchased the small petite. it's slightly big around the armholes and it kind of poofs / puckers out so i'm going to",5,1,11,General,Dresses,Dresses
1077,1077,831,26,"Cute top, but beware it shrinks!!","This top was quite voluminous when i purchased it and i sized down to an xs, however after hand washing it once in cold water it has shrunk significantly. it still fits, but something to be aware of.",3,1,4,General,Tops,Blouses
1078,1078,1001,39,"Runs big, great material but not as pictured","I agree with the other reviewers that this runs big. unfortunately there is nothing smaller than an xs so this is going back. i love the lyocell material, i have another skirt with this material and wanted to love this as well but it is too big and with the drawstring pulled tight to fit it doesn't look right. it is not as pictured as well. the skirt i received is a medium blue denim, not the lovely light blue as pictured, another reason why i am returning.",2,0,1,General,Bottoms,Skirts
1079,1079,895,47,"Beautiful, cozy sweater","I love how soft and cozy this sweater is. the addition of some cashmere in the yarn makes all the difference. the red color is beautiful also, perfect for the holidays. flattering cut in the back (it dips down to cover your bum) and the pointelle details are very pretty. fit was tts",5,1,3,General,Tops,Fine gauge
1080,1080,831,46,Worth thr $$$,This top is such a great investment piece. looks classy and is comfortable all at the same time. it is pricey but you will not regret buying this. goes great with light trouser denim or i have the green pilcro khakis. it will he something you will keep in your closet for a long time.,5,1,0,General,Tops,Blouses
1081,1081,895,33,Stunning,"I always end up walking out of an retailer store with something very different than what i thought and this was one. it drapes beautifully and the red color is rich and vibrant, cool tone not orangey. i fell in love with this one in person. it jumped at me in the store, but online i think the outfit that the model is wearing is not my style at all and does not do the item justice. if you like to cover your assets, you will love it.",5,1,2,General,Tops,Fine gauge
1082,1082,987,58,Zipper is short,"This is a very comfortable, good-looking skirt. fits as shown. the zipper however is rather short, and it takes a bit of squirming to get it over the hips. once on, it's great.  it is not made in the usa, as stated. it is clearly marked ""made in mexico"" from ""globally sourced"" materials (i.e. not from the us).",4,1,4,General,Bottoms,Skirts
1083,1083,1099,49,Amazing,"I live in south florida so i'm always looking for sundresses that will be flattering (but not too clingy or hot), and that i can take from day to evening with accessories. when i pulled this out of the box and walked around in it, it met all my criteria, and as an added bonus, my husband said, ""wow! you look great! where'd you get that dress?"" i'm shocked because as an earlier reviewer said, this dress doesn't seem like much - it's not even lined. but it's comfy, flattering (in all the right pla",5,1,6,General Petite,Dresses,Dresses
1084,1084,1099,52,Lovely!,"I agree, this dress runs long, but since i love high heels, it falls just right for me. it does seem quite roomy for a medium, which is a pleasant surprise. the fabric, drape and quality are contemporary but i know i'll be wearing this beyond this year for sure.",4,1,0,General Petite,Dresses,Dresses
1085,1085,868,55,Pretty and feminine,Pretty pink top is great for layering iand alone in the summer and spring,4,1,4,General,Tops,Knits
1086,1086,831,27,My absolute favorite top,"This shirt fits very true to size, with very soft and comfortable material that hangs just right. wears well and is versatile for many occasions. please come out with more colors so i can purchase them as well!",5,1,7,General,Tops,Blouses
1087,1087,829,46,Not perfect but cute shirt!!,"I bought this in both the taupe and ivory. the beading on the neck line, the tie at the neck and the pleats make this a fun shirt. i bought a size 2 which is normally what i wear at retailer, so i would say it is true to size. i really like the length of the top. it hits mid-hip on me. it is a tad shorter on the sides than i would like but it is still long enough to cover my waistline. i also think the arms are too long so there is kind of a balloon look at my wrists because of it. i bought it to",4,1,0,General Petite,Tops,Blouses
1088,1088,1099,41,Gorgeous!!!,"I saw this dress on line and knew i wanted it for the spring/summer season. i ordered it almost immediately and i am so glad i did. the photo on the website doesn't do it justice, there are a lot of pretty pastel colors in the paisley pattern that you just can't see on the computer screen. the wrap styling is a very flattering cut for most figures especially hourglass figures like mine and the dress fit's tts (for reference i am 5'9"" and a 36ddd). the silk material is very light and flowy and wi",5,1,3,General Petite,Dresses,Dresses
1089,1089,829,26,"Great color, not so great tailoring","I was really looking forward to receiving this blouse in the mail. the color was beautiful in person and the photo does not show the nice beading around the neck. that being said, i was so disappointed in the fit. i ordered a size 00 and the arm length was way too long yet the body of the shirt was way too cropped. cropped enough where you could see skin on the sides. made no sense! hoping to order a few more sizes to see if i can find the right fit. order up for length, down for arm length ...",2,0,9,General Petite,Tops,Blouses
1090,1090,829,40,Casual top,"A little shorter than expected. very billowy, so watch out for wind!
it fits well on the arms and shoulders. not too see through",4,1,0,General Petite,Tops,Blouses
1091,1091,868,29,I wanted to love this shirt.,"I order this shirt because it looked like a shirt you could dress up or down. when i got it the shirt was really wrinkled. therefore, i knew it would have to ironed a lot. it was quite boxy and was shorter in the front then in the back. i didn't realize that this shirt was two different fabrics. overall i think this shirt would be more flattering on a woman that was petite.",3,0,0,General,Tops,Knits
1092,1092,831,72,Love this blouse!,Great that it's hand washable because i hate the smell of dry cleaned garmets.,5,1,2,General,Tops,Blouses
1093,1093,868,56,Super cute with right body style,Top is very wide and flowy. i am petite with large chest so it hung from widest point and was not flattering. would be very cute with the right body shape.,3,1,3,General,Tops,Knits
1094,1094,1001,23,,I want to the store to try this skirt on. that had only one size m in stock (my size) and it was huge! i ordered an xs and it fits nicely. it's just what i needed for the warm days ahead.,4,1,1,General,Bottoms,Skirts
1095,1095,829,66,Maybe,"After the reviews about sizing, i ordered the size 16 (am normally size large). interestingly, the tag on the blouse says it's a 14. with all that said, the blouse is cute enough and sizing up gave me enough length (in spite of the higher sides) that i'm considering keeping it. although it's a bit big, it flows nicely and isn't oversized in that wide, crazy way. the sleeves are a bit too big but they're cuffed with a button and can be rolled. the fabric is somewhat crinkled in texture. i got the",3,1,0,General Petite,Tops,Blouses
1096,1096,815,31,Super cute,"I love the style and quality of this blouse. it can easily be dressed up or down. the blouse is completely see through and delicate. still, it is so romantic, feminine, distinctive and timeless.",5,1,0,General Petite,Tops,Blouses
1097,1097,895,48,Great piece,Comfortable and great fit and color. high quality.,5,1,1,General,Tops,Fine gauge
1098,1098,831,54,Shrinks,I loved this blouse when i got it and wore it before washing. it fit really well and was flattering. the only time i laundered it i hand- washed it in cold water and hung it to dry. the blouse shrunk at least a full size and in awkward places. the sleeves are now tight and way too short. the overall length shortened by at least 2 inches. the top is so tight in the bust now that the buttons popped open. i'm very disappointed and surprised.i will be returning it as it is unwearable as is.,1,0,0,General,Tops,Blouses
1099,1099,815,63,,"This bunches up too much, and the fabric is even more see through than i expected (so even with a tank top under it, it's not a good look for work). even unbuttoned at the top, i could barely get this over my head!  this one is going back.",2,0,0,General Petite,Tops,Blouses
1100,1100,1099,32,Cute!!!,"I haven't worn a halter dress in ages and saw this one and wanted to get it, hoping that it'll fit me. 

i love the swing skirt and the halter. this dress can be easily dressed up or down depending on your mood. there is a side zipper. 

i got s p and it hits me exactly like the dress on the model. it is unlined but with the color of the dress, i don't mind it.",5,1,8,General Petite,Dresses,Dresses
